league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,1819,2018-11-03 Everton-Brighton,Everton,68’,2:1,Ademola Lookman,Bernard,substitute_in
ENG-Premier League,1819,2018-11-03 Everton-Brighton,Brighton & Hove Albion,70’,2:1,Yves Bissouma,Solly March,substitute_in
ENG-Premier League,1819,2018-11-03 Everton-Brighton,Everton,77’,3:1,Richarlison,,goal
ENG-Premier League,1819,2018-11-03 Everton-Brighton,Brighton & Hove Albion,77’,3:1,Florin Andone,Beram Kayal,substitute_in
ENG-Premier League,1819,2018-11-03 Everton-Brighton,Everton,85’,3:1,Dominic Calvert-Lewin,Theo Walcott,substitute_in
ENG-Premier League,1819,2018-11-03 Everton-Brighton,Everton,90’,3:1,Yerry Mina,Gylfi Sigurðsson,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,15’,1:0,Mark Noble,,penalty_goal
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,17’,1:1,Juninho Bacuna,Aaron Mooy,goal
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,30’,1:2,Karlan Grant,,goal
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,46’,1:2,Javier Hernández,Michail Antonio,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,55’,1:2,Philip Billing,Aaron Rowe,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,59’,1:2,Samir Nasri,Mark Noble,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,65’,1:3,Karlan Grant,Terence Kongolo,goal
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,67’,1:3,Jason Puncheon,Juninho Bacuna,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,68’,1:3,Lucas Pérez,Marko Arnautović,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,70’,1:3,Steve Mounié,Karlan Grant,substitute_in
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,74’,1:3,Alex Pritchard,,yellow_card
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,75’,2:3,Angelo Ogbonna,Aaron Cresswell,goal
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,Huddersfield Town,78’,2:3,Philip Billing,,yellow_card
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,84’,3:3,Javier Hernández,Samir Nasri,goal
ENG-Premier League,1819,2019-03-16 West Ham United-Huddersfield Town,West Ham United,90+1’,4:3,Javier Hernández,Felipe Anderson,goal
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,52’,0:0,Étienne Capoue,,yellow_card
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Tottenham Hotspur,53’,0:1,Abdoulaye Doucouré,,own_goal
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Tottenham Hotspur,68’,0:1,Mousa Dembélé,,yellow_card
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,69’,1:1,Troy Deeney,José Holebas,goal
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,70’,1:1,Isaac Success,Andre Gray,substitute_in
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,76’,2:1,Craig Cathcart,José Holebas,goal
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Tottenham Hotspur,81’,2:1,Fernando Llorente,Toby Alderweireld,substitute_in
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,86’,2:1,Nathaniel Chalobah,Will Hughes,substitute_in
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Tottenham Hotspur,86’,2:1,Harry Winks,Mousa Dembélé,substitute_in
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Tottenham Hotspur,89’,2:1,Danny Rose,Ben Davies,substitute_in
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,90+3’,2:1,Isaac Success,,yellow_card
ENG-Premier League,1819,2018-09-02 Watford-Tottenham Hotspur,Watford,90’,2:1,Adrian Mariappa,Roberto Pereyra,substitute_in
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Leicester City,31’,0:0,Wilfred Ndidi,,yellow_card
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Leicester City,51’,0:1,Jamie Vardy,James Maddison,goal
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Chelsea,61’,0:1,Olivier Giroud,Willian,substitute_in
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Chelsea,61’,0:1,Ruben Loftus-Cheek,Mateo Kovačić,substitute_in
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Chelsea,75’,0:1,Cesc Fàbregas,Jorginho,substitute_in
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Leicester City,81’,0:1,Nampalys Mendy,,yellow_card
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Leicester City,82’,0:1,Demarai Gray,James Maddison,substitute_in
ENG-Premier League,1819,2018-12-22 Chelsea-Leicester City,Leicester City,84’,0:1,Kelechi Iheanacho,Jamie Vardy,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,35’,0:0,Cédric Soares,Matt Targett,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,50’,1:0,James Ward-Prowse,,goal
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Everton,57’,1:0,Dominic Calvert-Lewin,André Gomes,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,64’,2:0,Lucas Digne,,own_goal
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Everton,65’,2:0,Cenk Tosun,Richarlison,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,67’,2:0,Nathan Redmond,,yellow_card
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Everton,67’,2:0,Idrissa Gana Gueye,,yellow_card
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,74’,2:0,Shane Long,Danny Ings,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Everton,75’,2:0,Theo Walcott,Bernard,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,86’,2:0,Stuart Armstrong,Nathan Redmond,substitute_in
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Everton,90+1’,2:1,Gylfi Sigurðsson,Kurt Zouma,goal
ENG-Premier League,1819,2019-01-19 Southampton-Everton,Southampton,90+7’,2:1,Shane Long,,yellow_card
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Tottenham Hotspur,43’,0:0,Érik Lamela,Moussa Sissoko,substitute_in
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Manchester United,44’,0:1,Marcus Rashford,Paul Pogba,goal
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Tottenham Hotspur,50’,0:1,Dele Alli,,yellow_card
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Manchester United,66’,0:1,Ander Herrera,,yellow_card
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Manchester United,73’,0:1,Romelu Lukaku,Anthony Martial,substitute_in
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Manchester United,78’,0:1,Paul Pogba,,yellow_card
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Tottenham Hotspur,81’,0:1,Fernando Llorente,Harry Winks,substitute_in
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Manchester United,83’,0:1,Diogo Dalot,Jesse Lingard,substitute_in
ENG-Premier League,1819,2019-01-13 Tottenham Hotspur-Manchester Utd,Manchester United,90+2’,0:1,Scott McTominay,Paul Pogba,substitute_in
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,1’,1:0,Naby Keïta,Mohamed Salah,goal
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,23’,2:0,Sadio Mané,Andrew Robertson,goal
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,45+1’,3:0,Mohamed Salah,Trent Alexander-Arnold,goal
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Huddersfield Town,65’,3:0,Chris Löwe,Steve Mounié,substitute_in
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,66’,4:0,Sadio Mané,Jordan Henderson,goal
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,73’,4:0,Alex Oxlade-Chamberlain,Daniel Sturridge,substitute_in
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,73’,4:0,Xherdan Shaqiri,Georginio Wijnaldum,substitute_in
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Huddersfield Town,81’,4:0,Alex Pritchard,Jon Gorenc Stanković,substitute_in
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,83’,5:0,Mohamed Salah,Andrew Robertson,goal
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Huddersfield Town,87’,5:0,Elias Kachunga,Isaac Mbenza,substitute_in
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield Town,Liverpool,88’,5:0,Joe Gomez,Trent Alexander-Arnold,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,30’,0:0,Javier Manquillo,,yellow_card
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,3’,0:0,Matt Ritchie,,yellow_card
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,46’,0:0,Isaac Hayden,Javier Manquillo,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Cardiff City,62’,0:0,Víctor Camarasa,,yellow_card
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,65’,0:0,Yoshinori Mutō,Ayoze Pérez,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,66’,0:0,Isaac Hayden,,red_card
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,70’,0:0,Jacob Murphy,Matt Ritchie,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Cardiff City,76’,0:0,Bobby De Cordova-Reid,Víctor Camarasa,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Cardiff City,78’,0:0,Nathaniel Mendez-Laing,Josh Murphy,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Cardiff City,80’,0:0,Harry Arter,,yellow_card
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Cardiff City,83’,0:0,Callum Paterson,Junior Hoilett,substitute_in
ENG-Premier League,1819,2018-08-18 Cardiff City-Newcastle United,Newcastle United,90+6’,0:0,Kenedy,Neil Etheridge,penalty_miss
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,51’,1:0,Davinson Sánchez,,yellow_card
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Cardiff City,58’,1:0,Joe Ralls,,red_card
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,59’,1:0,Harry Kane,,yellow_card
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,68’,1:0,Toby Alderweireld,,yellow_card
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,72’,1:0,Érik Lamela,Son Heung-min,substitute_in
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Cardiff City,78’,1:0,Danny Ward,Callum Paterson,substitute_in
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Cardiff City,78’,1:0,Kadeem Harris,Junior Hoilett,substitute_in
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,85’,1:0,Victor Wanyama,Moussa Sissoko,substitute_in
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Cardiff City,85’,1:0,Bobby De Cordova-Reid,Danny Ward,substitute_in
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,88’,1:0,Ben Davies,Danny Rose,substitute_in
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Tottenham Hotspur,8’,1:0,Eric Dier,,goal
ENG-Premier League,1819,2018-10-06 Tottenham Hotspur-Cardiff City,Cardiff City,90+5’,1:0,Harry Arter,,yellow_card
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,14’,0:0,Richarlison,,yellow_card
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,17’,0:1,Richarlison,Michael Keane,goal
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,40’,0:1,Phil Jagielka,,red_card
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,43’,0:1,Mason Holgate,Gylfi Sigurðsson,substitute_in
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Wolverhampton Wanderers,44’,1:1,Rúben Neves,,goal
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,67’,1:2,Richarlison,Cenk Tosun,goal
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Wolverhampton Wanderers,71’,1:2,Léo Bonatini,Hélder Costa,substitute_in
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Wolverhampton Wanderers,76’,1:2,Rúben Vinagre,Jonny Castro,substitute_in
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Wolverhampton Wanderers,80’,2:2,Raúl Jiménez,Rúben Neves,goal
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,81’,2:2,Oumar Niasse,Cenk Tosun,substitute_in
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Wolverhampton Wanderers,85’,2:2,Morgan Gibbs-White,João Moutinho,substitute_in
ENG-Premier League,1819,2018-08-11 Wolves-Everton,Everton,86’,2:2,Lucas Digne,Richarlison,substitute_in
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Liverpool,10’,1:0,Mohamed Salah,,goal
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Liverpool,61’,1:0,Xherdan Shaqiri,Adam Lallana,substitute_in
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Liverpool,66’,2:0,Sadio Mané,,goal
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Liverpool,71’,2:0,James Milner,Roberto Firmino,substitute_in
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Cardiff City,73’,2:0,Loïc Damour,Aron Gunnarsson,substitute_in
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Cardiff City,74’,2:0,Kadeem Harris,Josh Murphy,substitute_in
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Cardiff City,77’,2:1,Callum Paterson,,goal
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Cardiff City,83’,2:1,Kenneth Zohore,Bobby De Cordova-Reid,substitute_in
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Liverpool,84’,3:1,Xherdan Shaqiri,Mohamed Salah,goal
ENG-Premier League,1819,2018-10-27 Liverpool-Cardiff City,Liverpool,87’,4:1,Sadio Mané,Mohamed Salah,goal
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Cardiff City,19’,0:0,Sean Morrison,,yellow_card
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Southampton,28’,0:0,Yan Valery,,yellow_card
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Southampton,46’,0:0,Jack Stephens,Yan Valery,substitute_in
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Cardiff City,66’,0:0,Joe Bennett,,yellow_card
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Cardiff City,67’,0:0,Junior Hoilett,Nathaniel Mendez-Laing,substitute_in
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Cardiff City,74’,1:0,Callum Paterson,,goal
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Southampton,74’,0:0,Oriol Romeu,,yellow_card
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Southampton,75’,1:0,Manolo Gabbiadini,Charlie Austin,substitute_in
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Southampton,80’,1:0,James Ward-Prowse,Oriol Romeu,substitute_in
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Cardiff City,85’,1:0,Kadeem Harris,Josh Murphy,substitute_in
ENG-Premier League,1819,2018-12-08 Cardiff City-Southampton,Cardiff City,90+1’,1:0,Joe Ralls,Harry Arter,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Fulham,44’,0:0,Calum Chambers,,yellow_card
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Wolverhampton Wanderers,44’,0:0,Romain Saïss,,yellow_card
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Fulham,45’,0:0,Cyrus Christie,,yellow_card
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Wolverhampton Wanderers,46’,0:0,Ivan Cavaleiro,Adama Traoré,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Wolverhampton Wanderers,63’,0:0,Hélder Costa,Morgan Gibbs-White,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Fulham,67’,0:0,Ryan Sessegnon,André Schürrle,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Fulham,73’,0:0,Tom Cairney,Aboubakar Kamara,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Fulham,74’,1:0,Ryan Sessegnon,,goal
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Fulham,82’,1:0,Kevin McDonald,Jean Seri,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Wolverhampton Wanderers,82’,1:0,Rúben Vinagre,Jonny Castro,substitute_in
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,Wolverhampton Wanderers,85’,1:1,Romain Saïss,,goal
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Crystal Palace,45+1’,1:0,Luka Milivojević,,penalty_goal
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,46’,1:0,Stephan Lichtsteiner,Héctor Bellerín,substitute_in
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,51’,1:1,Granit Xhaka,,goal
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,56’,1:2,Pierre-Emerick Aubameyang,,goal
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Crystal Palace,61’,1:2,Max Meyer,James McArthur,substitute_in
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Crystal Palace,64’,1:2,Alexander Sørloth,Jordan Ayew,substitute_in
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,68’,1:2,Danny Welbeck,Mesut Özil,substitute_in
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,78’,1:2,Aaron Ramsey,Pierre-Emerick Aubameyang,substitute_in
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,79’,1:2,Stephan Lichtsteiner,,yellow_card
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Crystal Palace,83’,2:2,Luka Milivojević,,penalty_goal
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Crystal Palace,88’,2:2,Jason Puncheon,Cheikhou Kouyaté,substitute_in
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Crystal Palace,8’,0:0,Jordan Ayew,,yellow_card
ENG-Premier League,1819,2018-10-28 Crystal Palace-Arsenal,Arsenal,90+4’,2:2,Mattéo Guendouzi,,yellow_card
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,33’,0:1,James Maddison,,goal
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,34’,0:1,James Maddison,,yellow_card
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Burnley,36’,0:1,Phil Bardsley,,yellow_card
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Burnley,38’,1:1,Dwight McNeil,Charlie Taylor,goal
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,4’,0:0,Harry Maguire,,red_card
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,64’,1:1,Christian Fuchs,James Maddison,substitute_in
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,6’,0:0,Wes Morgan,Demarai Gray,substitute_in
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Burnley,70’,1:1,Peter Crouch,Chris Wood,substitute_in
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,77’,1:1,Nampalys Mendy,Harvey Barnes,substitute_in
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Burnley,79’,1:1,Robbie Brady,Jóhann Berg Guðmundsson,substitute_in
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Burnley,90+1’,1:2,Matěj Vydra,Dwight McNeil,substitute_in
ENG-Premier League,1819,2019-03-16 Burnley-Leicester City,Leicester City,90’,1:2,Wes Morgan,,goal
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Bournemouth,23’,0:0,Jack Simpson,Junior Stanislas,substitute_in
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,53’,0:1,Aleksandar Mitrović,,penalty_goal
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,59’,0:1,Calum Chambers,,yellow_card
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Bournemouth,61’,0:1,Dominic Solanke,Joshua King,substitute_in
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,75’,0:1,Aleksandar Mitrović,,yellow_card
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Bournemouth,76’,0:1,Lys Mousset,Chris Mepham,substitute_in
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,79’,0:1,Cyrus Christie,Jean Seri,substitute_in
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Bournemouth,80’,0:1,Steve Cook,,yellow_card
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,86’,0:1,Floyd Ayité,Ryan Babel,substitute_in
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,89’,0:1,Håvard Nordtveit,Andre-Frank Zambo Anguissa,substitute_in
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,Fulham,90+1’,0:1,Sergio Rico,,yellow_card
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Manchester United,18’,1:0,Fred,Paul Pogba,goal
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Manchester United,40’,1:0,Luke Shaw,,yellow_card
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Wolverhampton Wanderers,53’,1:1,João Moutinho,Raúl Jiménez,goal
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Wolverhampton Wanderers,61’,1:1,Rúben Neves,,yellow_card
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Manchester United,63’,1:1,Juan Mata,Alexis Sánchez,substitute_in
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Manchester United,63’,1:1,Anthony Martial,Fred,substitute_in
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Manchester United,75’,1:1,Andreas Pereira,Jesse Lingard,substitute_in
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Wolverhampton Wanderers,75’,1:1,Adama Traoré,Hélder Costa,substitute_in
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Wolverhampton Wanderers,80’,1:1,Romain Saïss,João Moutinho,substitute_in
ENG-Premier League,1819,2018-09-22 Manchester Utd-Wolves,Wolverhampton Wanderers,87’,1:1,Morgan Gibbs-White,Diogo Jota,substitute_in
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Bournemouth,20’,0:0,Dan Gosling,,yellow_card
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,33’,0:0,Marcos Alonso,,yellow_card
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,55’,0:0,N'Golo Kanté,,yellow_card
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,61’,0:0,Olivier Giroud,Álvaro Morata,substitute_in
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,65’,0:0,Pedro,Willian,substitute_in
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Bournemouth,70’,0:0,Jefferson Lerma,,yellow_card
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,72’,1:0,Pedro,Olivier Giroud,goal
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,79’,1:0,Ruben Loftus-Cheek,Mateo Kovačić,substitute_in
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Bournemouth,80’,1:0,Jordon Ibe,Adam Smith,substitute_in
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Bournemouth,80’,1:0,Lys Mousset,Joshua King,substitute_in
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Chelsea,85’,2:0,Eden Hazard,Marcos Alonso,goal
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,Bournemouth,88’,2:0,Lewis Cook,Jefferson Lerma,substitute_in
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Southampton,13’,1:0,Stuart Armstrong,Michael Obafemi,goal
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Manchester United,18’,1:0,Marcus Rashford,,yellow_card
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Southampton,20’,2:0,Cédric Soares,,goal
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Manchester United,33’,2:1,Romelu Lukaku,Marcus Rashford,goal
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Southampton,35’,2:1,Pierre Højbjerg,,yellow_card
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Manchester United,35’,2:1,Marouane Fellaini,,yellow_card
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Manchester United,39’,2:2,Ander Herrera,Marcus Rashford,goal
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Manchester United,53’,2:2,Paul Pogba,,yellow_card
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Southampton,54’,2:2,Mario Lemina,,yellow_card
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Southampton,59’,2:2,Jannik Vestergaard,,yellow_card
ENG-Premier League,1819,2018-12-01 Southampton-Manchester Utd,Southampton,64’,2:2,Manolo Gabbiadini,Michael Obafemi,substitute_in
