mirror_config,target_name,model_name,accuracy,roc_auc,f1_score
undersampling_centroids,Double Chance 1X (Home or Draw),XGBoost (L1/L2 Regularized),0.6393617021276596,0.6750696160395013,0.7090363094293135
undersampling_centroids,Double Chance 1X (Home or Draw),Neural Network (Dropout),0.6333333333333334,0.6495854674144663,0.7224087958838744
undersampling_centroids,Double Chance X2 (Away or Draw),Logistic Regression (Elastic Net),0.6443262411347517,0.7078736205319014,0.6642457560513103
undersampling_centroids,Double Chance X2 (Away or Draw),Random Forest,0.6322695035460992,0.692695212227689,0.6535485290360906
undersampling_centroids,Double Chance X2 (Away or Draw),HistGradientBoosting (Early Stopping),0.6226950354609929,0.6741316140547979,0.6392235017488577
undersampling_centroids,Double Chance X2 (Away or Draw),XGBoost (L1/L2 Regularized),0.6329787234042554,0.6849226769893448,0.6477158397537843
undersampling_centroids,Double Chance X2 (Away or Draw),Neural Network (Dropout),0.6092198581560284,0.6513509881824875,0.6205768007066825
undersampling_centroids,Over 2.5 Goals,Logistic Regression (Elastic Net),0.5443262411347517,0.5568453129656692,0.593145186418739
undersampling_centroids,Over 2.5 Goals,Random Forest,0.5425531914893617,0.5417465959349774,0.5988298380408823
undersampling_centroids,Over 2.5 Goals,HistGradientBoosting (Early Stopping),0.5117021276595746,0.5318851460811277,0.4388692453996055
undersampling_centroids,Over 2.5 Goals,XGBoost (L1/L2 Regularized),0.526595744680851,0.529826196135003,0.5756503067554085
undersampling_centroids,Over 2.5 Goals,Neural Network (Dropout),0.5141843971631206,0.5244155482753131,0.5558597021373454
undersampling_centroids,Under 2.5 Goals,Logistic Regression (Elastic Net),0.5446808510638299,0.556852366452591,0.476507082096319
undersampling_centroids,Under 2.5 Goals,Random Forest,0.5390070921985816,0.5404348578714533,0.4599467120257546
undersampling_centroids,Under 2.5 Goals,HistGradientBoosting (Early Stopping),0.5195035460992907,0.531966543891043,0.5091008675366181
undersampling_centroids,Under 2.5 Goals,XGBoost (L1/L2 Regularized),0.526595744680851,0.529826196135003,0.4568220968702344
undersampling_centroids,Under 2.5 Goals,Neural Network (Dropout),0.5301418439716312,0.5361415862065942,0.4390849132430682
undersampling_centroids,BTTS (Both Teams To Score),Logistic Regression (Elastic Net),0.5148936170212766,0.5098003434994993,0.5607682877590726
undersampling_centroids,BTTS (Both Teams To Score),Random Forest,0.50177304964539,0.4974378725770292,0.5686783520578513
undersampling_centroids,BTTS (Both Teams To Score),HistGradientBoosting (Early Stopping),0.5049645390070923,0.4975756095312437,0.4570826351203213
undersampling_centroids,BTTS (Both Teams To Score),XGBoost (L1/L2 Regularized),0.5113475177304965,0.5149789981439715,0.5658765324282216
undersampling_centroids,BTTS (Both Teams To Score),Neural Network (Dropout),0.5184397163120568,0.5150773239693296,0.5734976117424446
undersampling_centroids,BTTS - No,Logistic Regression (Elastic Net),0.5148936170212766,0.5097954387391246,0.439642825949837
undersampling_centroids,BTTS - No,Random Forest,0.4960992907801419,0.4905063135651977,0.4012846763275673
undersampling_centroids,BTTS - No,HistGradientBoosting (Early Stopping),0.526595744680851,0.5083901101803809,0.407682696057693
undersampling_centroids,BTTS - No,XGBoost (L1/L2 Regularized),0.5113475177304965,0.5149789981439715,0.4339726859210868
undersampling_centroids,BTTS - No,Neural Network (Dropout),0.5209219858156028,0.5201651901382085,0.3936319470907414
undersampling_centroids,Home Clean Sheet,Logistic Regression (Elastic Net),0.5705673758865248,0.6013043681095287,0.4232497405514555
undersampling_centroids,Home Clean Sheet,Random Forest,0.5709219858156028,0.5922170859607604,0.4182906269494141
