conf,stake,strategy,kelly_frac,vig,min_odds,total_bets,wins,win_rate,net_profit,final_bankroll,roi,sharpe
0.6,20,kelly,0.05,1.0,1.5,155,109,70.32,19.55,1019.55,0.63,2.1435
0.6,20,kelly,0.05,1.0,1.6,85,61,71.76,14.83,1014.83,0.87,2.1825
0.6,20,kelly,0.07,0.85,1.1,215,150,69.77,-16.27,983.73,-0.38,-1.8156
0.6,20,kelly,0.07,0.85,1.2,202,143,70.79,-11.44,988.56,-0.28,-1.3234
0.6,20,kelly,0.07,0.85,1.3,138,98,71.01,-3.81,996.19,-0.14,-0.5221
0.6,20,kelly,0.07,0.85,1.4,29,22,75.86,2.03,1002.03,0.35,0.6241
0.6,20,kelly,0.07,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.07,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.07,0.9,1.1,216,151,69.91,-4.43,995.57,-0.1,-0.4663
0.6,20,kelly,0.07,0.9,1.2,212,148,69.81,-3.94,996.06,-0.09,-0.4175
0.6,20,kelly,0.07,0.9,1.3,192,134,69.79,-1.79,998.21,-0.05,-0.1975
0.6,20,kelly,0.07,0.9,1.4,123,90,73.17,7.99,1007.99,0.32,1.1158
0.6,20,kelly,0.07,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.07,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.07,0.95,1.1,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.07,0.95,1.2,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.07,0.95,1.3,211,148,70.14,8.62,1008.62,0.2,0.8701
0.6,20,kelly,0.07,0.95,1.4,169,119,70.41,10.97,1010.97,0.32,1.2202
0.6,20,kelly,0.07,0.95,1.5,105,75,71.43,10.93,1010.93,0.52,1.5271
0.6,20,kelly,0.07,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.07,0.98,1.1,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.07,0.98,1.2,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.07,0.98,1.3,213,148,69.48,13.55,1013.55,0.32,1.3122
0.6,20,kelly,0.07,0.98,1.4,196,137,69.9,15.35,1015.35,0.39,1.5449
0.6,20,kelly,0.07,0.98,1.5,138,98,71.01,16.71,1016.71,0.61,1.9839
0.6,20,kelly,0.07,0.98,1.6,50,34,68.0,5.04,1005.04,0.5,0.9446
0.6,20,kelly,0.07,1.0,1.1,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.07,1.0,1.2,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.07,1.0,1.3,215,150,69.77,18.8,1018.8,0.44,1.7823
0.6,20,kelly,0.07,1.0,1.4,209,147,70.33,20.79,1020.79,0.5,2.0061
0.6,20,kelly,0.07,1.0,1.5,155,109,70.32,19.55,1019.55,0.63,2.1435
0.6,20,kelly,0.07,1.0,1.6,85,61,71.76,14.83,1014.83,0.87,2.1825
0.6,20,kelly,0.1,0.85,1.1,215,150,69.77,-16.27,983.73,-0.38,-1.8156
0.6,20,kelly,0.1,0.85,1.2,202,143,70.79,-11.44,988.56,-0.28,-1.3234
0.6,20,kelly,0.1,0.85,1.3,138,98,71.01,-3.81,996.19,-0.14,-0.5221
0.6,20,kelly,0.1,0.85,1.4,29,22,75.86,2.03,1002.03,0.35,0.6241
0.6,20,kelly,0.1,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.1,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.1,0.9,1.1,216,151,69.91,-4.43,995.57,-0.1,-0.4663
0.6,20,kelly,0.1,0.9,1.2,212,148,69.81,-3.94,996.06,-0.09,-0.4175
0.6,20,kelly,0.1,0.9,1.3,192,134,69.79,-1.79,998.21,-0.05,-0.1975
0.6,20,kelly,0.1,0.9,1.4,123,90,73.17,7.99,1007.99,0.32,1.1158
0.6,20,kelly,0.1,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.1,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.1,0.95,1.1,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.1,0.95,1.2,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.1,0.95,1.3,211,148,70.14,8.62,1008.62,0.2,0.8701
0.6,20,kelly,0.1,0.95,1.4,169,119,70.41,10.97,1010.97,0.32,1.2202
0.6,20,kelly,0.1,0.95,1.5,105,75,71.43,10.93,1010.93,0.52,1.5271
0.6,20,kelly,0.1,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.1,0.98,1.1,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.1,0.98,1.2,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.1,0.98,1.3,213,148,69.48,13.55,1013.55,0.32,1.3122
0.6,20,kelly,0.1,0.98,1.4,196,137,69.9,15.35,1015.35,0.39,1.5449
0.6,20,kelly,0.1,0.98,1.5,138,98,71.01,16.71,1016.71,0.61,1.9839
0.6,20,kelly,0.1,0.98,1.6,50,34,68.0,5.04,1005.04,0.5,0.9446
0.6,20,kelly,0.1,1.0,1.1,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.1,1.0,1.2,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.1,1.0,1.3,215,150,69.77,18.8,1018.8,0.44,1.7823
0.6,20,kelly,0.1,1.0,1.4,209,147,70.33,20.79,1020.79,0.5,2.0061
0.6,20,kelly,0.1,1.0,1.5,155,109,70.32,19.55,1019.55,0.63,2.1435
0.6,20,kelly,0.1,1.0,1.6,85,61,71.76,14.83,1014.83,0.87,2.1825
0.6,20,kelly,0.15,0.85,1.1,215,150,69.77,-16.27,983.73,-0.38,-1.8156
0.6,20,kelly,0.15,0.85,1.2,202,143,70.79,-11.44,988.56,-0.28,-1.3234
0.6,20,kelly,0.15,0.85,1.3,138,98,71.01,-3.81,996.19,-0.14,-0.5221
0.6,20,kelly,0.15,0.85,1.4,29,22,75.86,2.03,1002.03,0.35,0.6241
0.6,20,kelly,0.15,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.15,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.15,0.9,1.1,216,151,69.91,-4.43,995.57,-0.1,-0.4663
0.6,20,kelly,0.15,0.9,1.2,212,148,69.81,-3.94,996.06,-0.09,-0.4175
0.6,20,kelly,0.15,0.9,1.3,192,134,69.79,-1.79,998.21,-0.05,-0.1975
0.6,20,kelly,0.15,0.9,1.4,123,90,73.17,7.99,1007.99,0.32,1.1158
0.6,20,kelly,0.15,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.15,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.15,0.95,1.1,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.15,0.95,1.2,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.15,0.95,1.3,211,148,70.14,8.62,1008.62,0.2,0.8701
0.6,20,kelly,0.15,0.95,1.4,169,119,70.41,10.97,1010.97,0.32,1.2202
0.6,20,kelly,0.15,0.95,1.5,105,75,71.43,10.93,1010.93,0.52,1.5271
0.6,20,kelly,0.15,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.15,0.98,1.1,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.15,0.98,1.2,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.15,0.98,1.3,213,148,69.48,13.55,1013.55,0.32,1.3122
0.6,20,kelly,0.15,0.98,1.4,196,137,69.9,15.35,1015.35,0.39,1.5449
0.6,20,kelly,0.15,0.98,1.5,138,98,71.01,16.71,1016.71,0.61,1.9839
0.6,20,kelly,0.15,0.98,1.6,50,34,68.0,5.04,1005.04,0.5,0.9446
0.6,20,kelly,0.15,1.0,1.1,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.15,1.0,1.2,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.15,1.0,1.3,215,150,69.77,18.8,1018.8,0.44,1.7823
0.6,20,kelly,0.15,1.0,1.4,209,147,70.33,20.79,1020.79,0.5,2.0061
0.6,20,kelly,0.15,1.0,1.5,155,109,70.32,19.55,1019.55,0.63,2.1435
0.6,20,kelly,0.15,1.0,1.6,85,61,71.76,14.83,1014.83,0.87,2.1825
0.62,20,kelly,0.03,0.85,1.1,140,98,70.0,-13.84,986.16,-0.49,-1.9765
0.62,20,kelly,0.03,0.85,1.2,127,91,71.65,-9.01,990.99,-0.35,-1.3647
0.62,20,kelly,0.03,0.85,1.3,63,46,73.02,-1.38,998.62,-0.11,-0.2932
0.62,20,kelly,0.03,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,0.9,1.1,141,99,70.21,-6.26,993.74,-0.22,-0.8444
0.62,20,kelly,0.03,0.9,1.2,137,96,70.07,-5.78,994.22,-0.21,-0.7864
0.62,20,kelly,0.03,0.9,1.3,117,82,70.09,-3.63,996.37,-0.16,-0.5288
0.62,20,kelly,0.03,0.9,1.4,48,38,79.17,6.15,1006.15,0.64,1.5329
0.62,20,kelly,0.03,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,0.95,1.1,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.03,0.95,1.2,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.03,0.95,1.3,136,96,70.59,2.51,1002.51,0.09,0.3266
0.62,20,kelly,0.03,0.95,1.4,94,67,71.28,4.86,1004.86,0.26,0.7505
0.62,20,kelly,0.03,0.95,1.5,30,23,76.67,4.83,1004.83,0.8,1.3755
0.62,20,kelly,0.03,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,0.98,1.1,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.03,0.98,1.2,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.03,0.98,1.3,138,96,69.57,4.89,1004.89,0.18,0.6056
0.62,20,kelly,0.03,0.98,1.4,121,85,70.25,6.68,1006.68,0.28,0.883
0.62,20,kelly,0.03,0.98,1.5,63,46,73.02,8.04,1008.04,0.64,1.4771
0.62,20,kelly,0.03,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.03,1.0,1.1,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.03,1.0,1.2,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.03,1.0,1.3,140,98,70.0,8.42,1008.42,0.3,1.0217
0.62,20,kelly,0.03,1.0,1.4,134,95,70.9,10.42,1010.42,0.39,1.2995
0.62,20,kelly,0.03,1.0,1.5,80,57,71.25,9.17,1009.17,0.57,1.4476
0.62,20,kelly,0.03,1.0,1.6,10,9,90.0,4.45,1004.45,2.23,2.9217
0.62,20,kelly,0.05,0.85,1.1,140,98,70.0,-13.84,986.16,-0.49,-1.9765
0.62,20,kelly,0.05,0.85,1.2,127,91,71.65,-9.01,990.99,-0.35,-1.3647
0.62,20,kelly,0.05,0.85,1.3,63,46,73.02,-1.38,998.62,-0.11,-0.2932
0.62,20,kelly,0.05,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,0.9,1.1,141,99,70.21,-6.26,993.74,-0.22,-0.8444
0.62,20,kelly,0.05,0.9,1.2,137,96,70.07,-5.78,994.22,-0.21,-0.7864
0.62,20,kelly,0.05,0.9,1.3,117,82,70.09,-3.63,996.37,-0.16,-0.5288
0.62,20,kelly,0.05,0.9,1.4,48,38,79.17,6.15,1006.15,0.64,1.5329
0.62,20,kelly,0.05,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,0.95,1.1,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.05,0.95,1.2,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.05,0.95,1.3,136,96,70.59,2.51,1002.51,0.09,0.3266
0.62,20,kelly,0.05,0.95,1.4,94,67,71.28,4.86,1004.86,0.26,0.7505
0.62,20,kelly,0.05,0.95,1.5,30,23,76.67,4.83,1004.83,0.8,1.3755
0.62,20,kelly,0.05,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,0.98,1.1,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.05,0.98,1.2,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.05,0.98,1.3,138,96,69.57,4.89,1004.89,0.18,0.6056
0.62,20,kelly,0.05,0.98,1.4,121,85,70.25,6.68,1006.68,0.28,0.883
0.62,20,kelly,0.05,0.98,1.5,63,46,73.02,8.04,1008.04,0.64,1.4771
0.62,20,kelly,0.05,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.05,1.0,1.1,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.05,1.0,1.2,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.05,1.0,1.3,140,98,70.0,8.42,1008.42,0.3,1.0217
0.62,20,kelly,0.05,1.0,1.4,134,95,70.9,10.42,1010.42,0.39,1.2995
0.62,20,kelly,0.05,1.0,1.5,80,57,71.25,9.17,1009.17,0.57,1.4476
0.62,20,kelly,0.05,1.0,1.6,10,9,90.0,4.45,1004.45,2.23,2.9217
0.62,20,kelly,0.07,0.85,1.1,140,98,70.0,-13.84,986.16,-0.49,-1.9765
0.62,20,kelly,0.07,0.85,1.2,127,91,71.65,-9.01,990.99,-0.35,-1.3647
0.62,20,kelly,0.07,0.85,1.3,63,46,73.02,-1.38,998.62,-0.11,-0.2932
0.62,20,kelly,0.07,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,0.9,1.1,141,99,70.21,-6.26,993.74,-0.22,-0.8444
0.62,20,kelly,0.07,0.9,1.2,137,96,70.07,-5.78,994.22,-0.21,-0.7864
0.62,20,kelly,0.07,0.9,1.3,117,82,70.09,-3.63,996.37,-0.16,-0.5288
0.62,20,kelly,0.07,0.9,1.4,48,38,79.17,6.15,1006.15,0.64,1.5329
0.62,20,kelly,0.07,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,0.95,1.1,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.07,0.95,1.2,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.07,0.95,1.3,136,96,70.59,2.51,1002.51,0.09,0.3266
0.62,20,kelly,0.07,0.95,1.4,94,67,71.28,4.86,1004.86,0.26,0.7505
0.62,20,kelly,0.07,0.95,1.5,30,23,76.67,4.83,1004.83,0.8,1.3755
0.62,20,kelly,0.07,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,0.98,1.1,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.07,0.98,1.2,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.07,0.98,1.3,138,96,69.57,4.89,1004.89,0.18,0.6056
0.62,20,kelly,0.07,0.98,1.4,121,85,70.25,6.68,1006.68,0.28,0.883
0.62,20,kelly,0.07,0.98,1.5,63,46,73.02,8.04,1008.04,0.64,1.4771
0.62,20,kelly,0.07,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.07,1.0,1.1,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.07,1.0,1.2,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.07,1.0,1.3,140,98,70.0,8.42,1008.42,0.3,1.0217
0.62,20,kelly,0.07,1.0,1.4,134,95,70.9,10.42,1010.42,0.39,1.2995
0.62,20,kelly,0.07,1.0,1.5,80,57,71.25,9.17,1009.17,0.57,1.4476
0.62,20,kelly,0.07,1.0,1.6,10,9,90.0,4.45,1004.45,2.23,2.9217
0.62,20,kelly,0.1,0.85,1.1,140,98,70.0,-13.84,986.16,-0.49,-1.9765
0.62,20,kelly,0.1,0.85,1.2,127,91,71.65,-9.01,990.99,-0.35,-1.3647
0.62,20,kelly,0.1,0.85,1.3,63,46,73.02,-1.38,998.62,-0.11,-0.2932
0.62,20,kelly,0.1,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,0.9,1.1,141,99,70.21,-6.26,993.74,-0.22,-0.8444
0.62,20,kelly,0.1,0.9,1.2,137,96,70.07,-5.78,994.22,-0.21,-0.7864
0.62,20,kelly,0.1,0.9,1.3,117,82,70.09,-3.63,996.37,-0.16,-0.5288
0.62,20,kelly,0.1,0.9,1.4,48,38,79.17,6.15,1006.15,0.64,1.5329
0.62,20,kelly,0.1,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,0.95,1.1,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.1,0.95,1.2,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.1,0.95,1.3,136,96,70.59,2.51,1002.51,0.09,0.3266
0.62,20,kelly,0.1,0.95,1.4,94,67,71.28,4.86,1004.86,0.26,0.7505
0.62,20,kelly,0.1,0.95,1.5,30,23,76.67,4.83,1004.83,0.8,1.3755
0.62,20,kelly,0.1,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,0.98,1.1,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.1,0.98,1.2,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.1,0.98,1.3,138,96,69.57,4.89,1004.89,0.18,0.6056
0.62,20,kelly,0.1,0.98,1.4,121,85,70.25,6.68,1006.68,0.28,0.883
0.62,20,kelly,0.1,0.98,1.5,63,46,73.02,8.04,1008.04,0.64,1.4771
0.62,20,kelly,0.1,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.1,1.0,1.1,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.1,1.0,1.2,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.1,1.0,1.3,140,98,70.0,8.42,1008.42,0.3,1.0217
0.62,20,kelly,0.1,1.0,1.4,134,95,70.9,10.42,1010.42,0.39,1.2995
0.62,20,kelly,0.1,1.0,1.5,80,57,71.25,9.17,1009.17,0.57,1.4476
0.62,20,kelly,0.1,1.0,1.6,10,9,90.0,4.45,1004.45,2.23,2.9217
0.62,20,kelly,0.15,0.85,1.1,140,98,70.0,-13.84,986.16,-0.49,-1.9765
0.62,20,kelly,0.15,0.85,1.2,127,91,71.65,-9.01,990.99,-0.35,-1.3647
0.62,20,kelly,0.15,0.85,1.3,63,46,73.02,-1.38,998.62,-0.11,-0.2932
0.62,20,kelly,0.15,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,0.9,1.1,141,99,70.21,-6.26,993.74,-0.22,-0.8444
0.62,20,kelly,0.15,0.9,1.2,137,96,70.07,-5.78,994.22,-0.21,-0.7864
0.62,20,kelly,0.15,0.9,1.3,117,82,70.09,-3.63,996.37,-0.16,-0.5288
0.62,20,kelly,0.15,0.9,1.4,48,38,79.17,6.15,1006.15,0.64,1.5329
0.62,20,kelly,0.15,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,0.95,1.1,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.15,0.95,1.2,141,99,70.21,1.22,1001.22,0.04,0.1558
0.62,20,kelly,0.15,0.95,1.3,136,96,70.59,2.51,1002.51,0.09,0.3266
0.62,20,kelly,0.15,0.95,1.4,94,67,71.28,4.86,1004.86,0.26,0.7505
0.62,20,kelly,0.15,0.95,1.5,30,23,76.67,4.83,1004.83,0.8,1.3755
0.62,20,kelly,0.15,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,0.98,1.1,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.15,0.98,1.2,141,99,70.21,5.71,1005.71,0.2,0.707
0.62,20,kelly,0.15,0.98,1.3,138,96,69.57,4.89,1004.89,0.18,0.6056
0.62,20,kelly,0.15,0.98,1.4,121,85,70.25,6.68,1006.68,0.28,0.883
0.62,20,kelly,0.15,0.98,1.5,63,46,73.02,8.04,1008.04,0.64,1.4771
0.62,20,kelly,0.15,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.62,20,kelly,0.15,1.0,1.1,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.15,1.0,1.2,141,99,70.21,8.71,1008.71,0.31,1.0561
0.62,20,kelly,0.15,1.0,1.3,140,98,70.0,8.42,1008.42,0.3,1.0217
0.62,20,kelly,0.15,1.0,1.4,134,95,70.9,10.42,1010.42,0.39,1.2995
0.62,20,kelly,0.15,1.0,1.5,80,57,71.25,9.17,1009.17,0.57,1.4476
0.62,20,kelly,0.15,1.0,1.6,10,9,90.0,4.45,1004.45,2.23,2.9217
0.65,20,kelly,0.03,0.85,1.1,84,55,65.48,-15.55,984.45,-0.93,-2.8622
0.65,20,kelly,0.03,0.85,1.2,71,48,67.61,-10.71,989.29,-0.75,-2.1616
0.65,20,kelly,0.03,0.85,1.3,7,3,42.86,-3.09,996.91,-2.21,-1.8096
0.65,20,kelly,0.03,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.9,1.1,85,56,65.88,-11.36,988.64,-0.67,-1.9731
0.65,20,kelly,0.03,0.9,1.2,81,53,65.43,-10.88,989.12,-0.67,-1.9187
0.65,20,kelly,0.03,0.9,1.3,61,39,63.93,-8.73,991.27,-0.72,-1.7352
0.65,20,kelly,0.03,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.95,1.1,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.03,0.95,1.2,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.03,0.95,1.3,80,53,66.25,-5.98,994.02,-0.37,-1.0116
0.65,20,kelly,0.03,0.95,1.4,38,24,63.16,-3.63,996.37,-0.48,-0.8524
0.65,20,kelly,0.03,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,0.98,1.1,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.03,0.98,1.2,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.03,0.98,1.3,82,53,64.63,-5.64,994.36,-0.34,-0.904
0.65,20,kelly,0.03,0.98,1.4,65,42,64.62,-3.85,996.15,-0.3,-0.6849
0.65,20,kelly,0.03,0.98,1.5,7,3,42.86,-2.49,997.51,-1.78,-1.2656
0.65,20,kelly,0.03,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.03,1.0,1.1,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.03,1.0,1.2,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.03,1.0,1.3,84,55,65.48,-3.47,996.53,-0.21,-0.5428
0.65,20,kelly,0.03,1.0,1.4,78,52,66.67,-1.47,998.53,-0.09,-0.2398
0.65,20,kelly,0.03,1.0,1.5,24,14,58.33,-2.71,997.29,-0.57,-0.7391
0.65,20,kelly,0.03,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.85,1.1,84,55,65.48,-15.55,984.45,-0.93,-2.8622
0.65,20,kelly,0.05,0.85,1.2,71,48,67.61,-10.71,989.29,-0.75,-2.1616
0.65,20,kelly,0.05,0.85,1.3,7,3,42.86,-3.09,996.91,-2.21,-1.8096
0.65,20,kelly,0.05,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.9,1.1,85,56,65.88,-11.36,988.64,-0.67,-1.9731
0.65,20,kelly,0.05,0.9,1.2,81,53,65.43,-10.88,989.12,-0.67,-1.9187
0.65,20,kelly,0.05,0.9,1.3,61,39,63.93,-8.73,991.27,-0.72,-1.7352
0.65,20,kelly,0.05,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.95,1.1,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.05,0.95,1.2,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.05,0.95,1.3,80,53,66.25,-5.98,994.02,-0.37,-1.0116
0.65,20,kelly,0.05,0.95,1.4,38,24,63.16,-3.63,996.37,-0.48,-0.8524
