conf,stake,strategy,kelly_frac,vig,min_odds,total_bets,wins,win_rate,net_profit,final_bankroll,roi,sharpe
0.55,20,kelly,0.07,0.9,1.6,74,39,52.7,-10.92,989.08,-0.74,-1.5718
0.55,20,kelly,0.07,0.95,1.1,509,322,63.26,-2.72,997.28,-0.03,-0.1582
0.55,20,kelly,0.07,0.95,1.2,509,322,63.26,-2.72,997.28,-0.03,-0.1582
0.55,20,kelly,0.07,0.95,1.3,504,319,63.29,-1.43,998.57,-0.01,-0.0835
0.55,20,kelly,0.07,0.95,1.4,462,290,62.77,0.92,1000.92,0.01,0.0552
0.55,20,kelly,0.07,0.95,1.5,398,246,61.81,0.88,1000.88,0.01,0.056
0.55,20,kelly,0.07,0.95,1.6,267,156,58.43,-7.92,992.08,-0.15,-0.5918
0.55,20,kelly,0.07,0.98,1.1,509,322,63.26,13.26,1013.26,0.13,0.7471
0.55,20,kelly,0.07,0.98,1.2,509,322,63.26,13.26,1013.26,0.13,0.7471
0.55,20,kelly,0.07,0.98,1.3,506,319,63.04,12.44,1012.44,0.12,0.7008
0.55,20,kelly,0.07,0.98,1.4,489,308,62.99,14.24,1014.24,0.15,0.8121
0.55,20,kelly,0.07,0.98,1.5,431,269,62.41,15.59,1015.59,0.18,0.9316
0.55,20,kelly,0.07,0.98,1.6,343,205,59.77,3.93,1003.93,0.06,0.2553
0.55,20,kelly,0.07,1.0,1.1,509,322,63.26,23.92,1023.92,0.23,1.3205
0.55,20,kelly,0.07,1.0,1.2,509,322,63.26,23.92,1023.92,0.23,1.3205
0.55,20,kelly,0.07,1.0,1.3,508,321,63.19,23.64,1023.64,0.23,1.3048
0.55,20,kelly,0.07,1.0,1.4,502,318,63.35,25.63,1025.63,0.26,1.4229
0.55,20,kelly,0.07,1.0,1.5,448,280,62.5,24.39,1024.39,0.27,1.4066
0.55,20,kelly,0.07,1.0,1.6,378,232,61.38,19.67,1019.67,0.26,1.2102
0.55,20,kelly,0.1,0.85,1.1,508,321,63.19,-56.11,943.89,-0.55,-3.6441
0.55,20,kelly,0.1,0.85,1.2,495,314,63.43,-51.28,948.72,-0.52,-3.3682
0.55,20,kelly,0.1,0.85,1.3,431,269,62.41,-43.65,956.35,-0.51,-3.0068
0.55,20,kelly,0.1,0.85,1.4,322,193,59.94,-37.81,962.19,-0.59,-2.9172
0.55,20,kelly,0.1,0.85,1.5,102,54,52.94,-19.82,980.18,-0.97,-2.5836
0.55,20,kelly,0.1,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.55,20,kelly,0.1,0.9,1.1,509,322,63.26,-29.37,970.63,-0.29,-1.8013
0.55,20,kelly,0.1,0.9,1.2,505,319,63.17,-28.88,971.12,-0.29,-1.775
0.55,20,kelly,0.1,0.9,1.3,485,305,62.89,-26.73,973.27,-0.28,-1.6646
0.55,20,kelly,0.1,0.9,1.4,416,261,62.74,-16.96,983.04,-0.2,-1.1221
0.55,20,kelly,0.1,0.9,1.5,293,171,58.36,-24.94,975.06,-0.43,-1.8845
0.55,20,kelly,0.1,0.9,1.6,74,39,52.7,-10.92,989.08,-0.74,-1.5718
0.55,20,kelly,0.1,0.95,1.1,509,322,63.26,-2.72,997.28,-0.03,-0.1582
0.55,20,kelly,0.1,0.95,1.2,509,322,63.26,-2.72,997.28,-0.03,-0.1582
0.55,20,kelly,0.1,0.95,1.3,504,319,63.29,-1.43,998.57,-0.01,-0.0835
0.55,20,kelly,0.1,0.95,1.4,462,290,62.77,0.92,1000.92,0.01,0.0552
0.55,20,kelly,0.1,0.95,1.5,398,246,61.81,0.88,1000.88,0.01,0.056
0.55,20,kelly,0.1,0.95,1.6,267,156,58.43,-7.92,992.08,-0.15,-0.5918
0.55,20,kelly,0.1,0.98,1.1,509,322,63.26,13.26,1013.26,0.13,0.7471
0.55,20,kelly,0.1,0.98,1.2,509,322,63.26,13.26,1013.26,0.13,0.7471
0.55,20,kelly,0.1,0.98,1.3,506,319,63.04,12.44,1012.44,0.12,0.7008
0.55,20,kelly,0.1,0.98,1.4,489,308,62.99,14.24,1014.24,0.15,0.8121
0.55,20,kelly,0.1,0.98,1.5,431,269,62.41,15.59,1015.59,0.18,0.9316
0.55,20,kelly,0.1,0.98,1.6,343,205,59.77,3.93,1003.93,0.06,0.2553
0.55,20,kelly,0.1,1.0,1.1,509,322,63.26,23.92,1023.92,0.23,1.3205
0.55,20,kelly,0.1,1.0,1.2,509,322,63.26,23.92,1023.92,0.23,1.3205
0.55,20,kelly,0.1,1.0,1.3,508,321,63.19,23.64,1023.64,0.23,1.3048
0.55,20,kelly,0.1,1.0,1.4,502,318,63.35,25.63,1025.63,0.26,1.4229
0.55,20,kelly,0.1,1.0,1.5,448,280,62.5,24.39,1024.39,0.27,1.4066
0.55,20,kelly,0.1,1.0,1.6,378,232,61.38,19.67,1019.67,0.26,1.2102
0.55,20,kelly,0.15,0.85,1.1,508,321,63.19,-56.11,943.89,-0.55,-3.6441
0.55,20,kelly,0.15,0.85,1.2,495,314,63.43,-51.28,948.72,-0.52,-3.3682
0.55,20,kelly,0.15,0.85,1.3,431,269,62.41,-43.65,956.35,-0.51,-3.0068
0.55,20,kelly,0.15,0.85,1.4,322,193,59.94,-37.81,962.19,-0.59,-2.9172
0.55,20,kelly,0.15,0.85,1.5,102,54,52.94,-19.82,980.18,-0.97,-2.5836
0.55,20,kelly,0.15,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.55,20,kelly,0.15,0.9,1.1,509,322,63.26,-29.37,970.63,-0.29,-1.8013
0.55,20,kelly,0.15,0.9,1.2,505,319,63.17,-28.88,971.12,-0.29,-1.775
0.55,20,kelly,0.15,0.9,1.3,485,305,62.89,-26.73,973.27,-0.28,-1.6646
0.55,20,kelly,0.15,0.9,1.4,416,261,62.74,-16.96,983.04,-0.2,-1.1221
0.55,20,kelly,0.15,0.9,1.5,293,171,58.36,-24.94,975.06,-0.43,-1.8845
0.55,20,kelly,0.15,0.9,1.6,74,39,52.7,-10.92,989.08,-0.74,-1.5718
0.55,20,kelly,0.15,0.95,1.1,509,322,63.26,-2.72,997.28,-0.03,-0.1582
0.55,20,kelly,0.15,0.95,1.2,509,322,63.26,-2.72,997.28,-0.03,-0.1582
0.55,20,kelly,0.15,0.95,1.3,504,319,63.29,-1.43,998.57,-0.01,-0.0835
0.55,20,kelly,0.15,0.95,1.4,462,290,62.77,0.92,1000.92,0.01,0.0552
0.55,20,kelly,0.15,0.95,1.5,398,246,61.81,0.88,1000.88,0.01,0.056
0.55,20,kelly,0.15,0.95,1.6,267,156,58.43,-7.92,992.08,-0.15,-0.5918
0.55,20,kelly,0.15,0.98,1.1,509,322,63.26,13.26,1013.26,0.13,0.7471
0.55,20,kelly,0.15,0.98,1.2,509,322,63.26,13.26,1013.26,0.13,0.7471
0.55,20,kelly,0.15,0.98,1.3,506,319,63.04,12.44,1012.44,0.12,0.7008
0.55,20,kelly,0.15,0.98,1.4,489,308,62.99,14.24,1014.24,0.15,0.8121
0.55,20,kelly,0.15,0.98,1.5,431,269,62.41,15.59,1015.59,0.18,0.9316
0.55,20,kelly,0.15,0.98,1.6,343,205,59.77,3.93,1003.93,0.06,0.2553
0.55,20,kelly,0.15,1.0,1.1,509,322,63.26,23.92,1023.92,0.23,1.3205
0.55,20,kelly,0.15,1.0,1.2,509,322,63.26,23.92,1023.92,0.23,1.3205
0.55,20,kelly,0.15,1.0,1.3,508,321,63.19,23.64,1023.64,0.23,1.3048
0.55,20,kelly,0.15,1.0,1.4,502,318,63.35,25.63,1025.63,0.26,1.4229
0.55,20,kelly,0.15,1.0,1.5,448,280,62.5,24.39,1024.39,0.27,1.4066
0.55,20,kelly,0.15,1.0,1.6,378,232,61.38,19.67,1019.67,0.26,1.2102
0.57,20,kelly,0.03,0.85,1.1,377,253,67.11,-28.24,971.76,-0.37,-2.233
0.57,20,kelly,0.03,0.85,1.2,364,246,67.58,-23.41,976.59,-0.32,-1.884
0.57,20,kelly,0.03,0.85,1.3,300,201,67.0,-15.78,984.22,-0.26,-1.3678
0.57,20,kelly,0.03,0.85,1.4,191,125,65.45,-9.94,990.06,-0.26,-1.0438
0.57,20,kelly,0.03,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.03,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.03,0.9,1.1,378,254,67.2,-7.57,992.43,-0.1,-0.5653
0.57,20,kelly,0.03,0.9,1.2,374,251,67.11,-7.08,992.92,-0.09,-0.5305
0.57,20,kelly,0.03,0.9,1.3,354,237,66.95,-4.93,995.07,-0.07,-0.3769
0.57,20,kelly,0.03,0.9,1.4,285,193,67.72,4.84,1004.84,0.08,0.4077
0.57,20,kelly,0.03,0.9,1.5,162,103,63.58,-3.14,996.86,-0.1,-0.3328
0.57,20,kelly,0.03,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.03,0.95,1.1,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.03,0.95,1.2,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.03,0.95,1.3,373,251,67.29,14.3,1014.3,0.19,1.0172
0.57,20,kelly,0.03,0.95,1.4,331,222,67.07,16.65,1016.65,0.25,1.2398
0.57,20,kelly,0.03,0.95,1.5,267,178,66.67,16.61,1016.61,0.31,1.3518
0.57,20,kelly,0.03,0.95,1.6,136,88,64.71,7.81,1007.81,0.29,0.8576
0.57,20,kelly,0.03,0.98,1.1,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.03,0.98,1.2,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.03,0.98,1.3,375,251,66.93,24.53,1024.53,0.33,1.6825
0.57,20,kelly,0.03,0.98,1.4,358,240,67.04,26.33,1026.33,0.37,1.8405
0.57,20,kelly,0.03,0.98,1.5,300,201,67.0,27.68,1027.68,0.46,2.0809
0.57,20,kelly,0.03,0.98,1.6,212,137,64.62,16.02,1016.02,0.38,1.3818
0.57,20,kelly,0.03,1.0,1.1,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.03,1.0,1.2,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.03,1.0,1.3,377,253,67.11,33.3,1033.3,0.44,2.2379
0.57,20,kelly,0.03,1.0,1.4,371,250,67.39,35.3,1035.3,0.48,2.3926
0.57,20,kelly,0.03,1.0,1.5,317,212,66.88,34.06,1034.06,0.54,2.4481
0.57,20,kelly,0.03,1.0,1.6,247,164,66.4,29.33,1029.33,0.59,2.3426
0.57,20,kelly,0.05,0.85,1.1,377,253,67.11,-28.24,971.76,-0.37,-2.233
0.57,20,kelly,0.05,0.85,1.2,364,246,67.58,-23.41,976.59,-0.32,-1.884
0.57,20,kelly,0.05,0.85,1.3,300,201,67.0,-15.78,984.22,-0.26,-1.3678
0.57,20,kelly,0.05,0.85,1.4,191,125,65.45,-9.94,990.06,-0.26,-1.0438
0.57,20,kelly,0.05,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.05,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.05,0.9,1.1,378,254,67.2,-7.57,992.43,-0.1,-0.5653
0.57,20,kelly,0.05,0.9,1.2,374,251,67.11,-7.08,992.92,-0.09,-0.5305
0.57,20,kelly,0.05,0.9,1.3,354,237,66.95,-4.93,995.07,-0.07,-0.3769
0.57,20,kelly,0.05,0.9,1.4,285,193,67.72,4.84,1004.84,0.08,0.4077
0.57,20,kelly,0.05,0.9,1.5,162,103,63.58,-3.14,996.86,-0.1,-0.3328
0.57,20,kelly,0.05,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.05,0.95,1.1,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.05,0.95,1.2,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.05,0.95,1.3,373,251,67.29,14.3,1014.3,0.19,1.0172
0.57,20,kelly,0.05,0.95,1.4,331,222,67.07,16.65,1016.65,0.25,1.2398
0.57,20,kelly,0.05,0.95,1.5,267,178,66.67,16.61,1016.61,0.31,1.3518
0.57,20,kelly,0.05,0.95,1.6,136,88,64.71,7.81,1007.81,0.29,0.8576
0.57,20,kelly,0.05,0.98,1.1,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.05,0.98,1.2,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.05,0.98,1.3,375,251,66.93,24.53,1024.53,0.33,1.6825
0.57,20,kelly,0.05,0.98,1.4,358,240,67.04,26.33,1026.33,0.37,1.8405
0.57,20,kelly,0.05,0.98,1.5,300,201,67.0,27.68,1027.68,0.46,2.0809
0.57,20,kelly,0.05,0.98,1.6,212,137,64.62,16.02,1016.02,0.38,1.3818
0.57,20,kelly,0.05,1.0,1.1,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.05,1.0,1.2,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.05,1.0,1.3,377,253,67.11,33.3,1033.3,0.44,2.2379
0.57,20,kelly,0.05,1.0,1.4,371,250,67.39,35.3,1035.3,0.48,2.3926
0.57,20,kelly,0.05,1.0,1.5,317,212,66.88,34.06,1034.06,0.54,2.4481
0.57,20,kelly,0.05,1.0,1.6,247,164,66.4,29.33,1029.33,0.59,2.3426
0.57,20,kelly,0.07,0.85,1.1,377,253,67.11,-28.24,971.76,-0.37,-2.233
0.57,20,kelly,0.07,0.85,1.2,364,246,67.58,-23.41,976.59,-0.32,-1.884
0.57,20,kelly,0.07,0.85,1.3,300,201,67.0,-15.78,984.22,-0.26,-1.3678
0.57,20,kelly,0.07,0.85,1.4,191,125,65.45,-9.94,990.06,-0.26,-1.0438
0.57,20,kelly,0.07,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.07,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.07,0.9,1.1,378,254,67.2,-7.57,992.43,-0.1,-0.5653
0.57,20,kelly,0.07,0.9,1.2,374,251,67.11,-7.08,992.92,-0.09,-0.5305
0.57,20,kelly,0.07,0.9,1.3,354,237,66.95,-4.93,995.07,-0.07,-0.3769
0.57,20,kelly,0.07,0.9,1.4,285,193,67.72,4.84,1004.84,0.08,0.4077
0.57,20,kelly,0.07,0.9,1.5,162,103,63.58,-3.14,996.86,-0.1,-0.3328
0.57,20,kelly,0.07,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.07,0.95,1.1,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.07,0.95,1.2,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.07,0.95,1.3,373,251,67.29,14.3,1014.3,0.19,1.0172
0.57,20,kelly,0.07,0.95,1.4,331,222,67.07,16.65,1016.65,0.25,1.2398
0.57,20,kelly,0.07,0.95,1.5,267,178,66.67,16.61,1016.61,0.31,1.3518
0.57,20,kelly,0.07,0.95,1.6,136,88,64.71,7.81,1007.81,0.29,0.8576
0.57,20,kelly,0.07,0.98,1.1,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.07,0.98,1.2,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.07,0.98,1.3,375,251,66.93,24.53,1024.53,0.33,1.6825
0.57,20,kelly,0.07,0.98,1.4,358,240,67.04,26.33,1026.33,0.37,1.8405
0.57,20,kelly,0.07,0.98,1.5,300,201,67.0,27.68,1027.68,0.46,2.0809
0.57,20,kelly,0.07,0.98,1.6,212,137,64.62,16.02,1016.02,0.38,1.3818
0.57,20,kelly,0.07,1.0,1.1,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.07,1.0,1.2,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.07,1.0,1.3,377,253,67.11,33.3,1033.3,0.44,2.2379
0.57,20,kelly,0.07,1.0,1.4,371,250,67.39,35.3,1035.3,0.48,2.3926
0.57,20,kelly,0.07,1.0,1.5,317,212,66.88,34.06,1034.06,0.54,2.4481
0.57,20,kelly,0.07,1.0,1.6,247,164,66.4,29.33,1029.33,0.59,2.3426
0.57,20,kelly,0.1,0.85,1.1,377,253,67.11,-28.24,971.76,-0.37,-2.233
0.57,20,kelly,0.1,0.85,1.2,364,246,67.58,-23.41,976.59,-0.32,-1.884
0.57,20,kelly,0.1,0.85,1.3,300,201,67.0,-15.78,984.22,-0.26,-1.3678
0.57,20,kelly,0.1,0.85,1.4,191,125,65.45,-9.94,990.06,-0.26,-1.0438
0.57,20,kelly,0.1,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.1,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.1,0.9,1.1,378,254,67.2,-7.57,992.43,-0.1,-0.5653
0.57,20,kelly,0.1,0.9,1.2,374,251,67.11,-7.08,992.92,-0.09,-0.5305
0.57,20,kelly,0.1,0.9,1.3,354,237,66.95,-4.93,995.07,-0.07,-0.3769
0.57,20,kelly,0.1,0.9,1.4,285,193,67.72,4.84,1004.84,0.08,0.4077
0.57,20,kelly,0.1,0.9,1.5,162,103,63.58,-3.14,996.86,-0.1,-0.3328
0.57,20,kelly,0.1,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.1,0.95,1.1,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.1,0.95,1.2,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.1,0.95,1.3,373,251,67.29,14.3,1014.3,0.19,1.0172
0.57,20,kelly,0.1,0.95,1.4,331,222,67.07,16.65,1016.65,0.25,1.2398
0.57,20,kelly,0.1,0.95,1.5,267,178,66.67,16.61,1016.61,0.31,1.3518
0.57,20,kelly,0.1,0.95,1.6,136,88,64.71,7.81,1007.81,0.29,0.8576
0.57,20,kelly,0.1,0.98,1.1,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.1,0.98,1.2,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.1,0.98,1.3,375,251,66.93,24.53,1024.53,0.33,1.6825
0.57,20,kelly,0.1,0.98,1.4,358,240,67.04,26.33,1026.33,0.37,1.8405
0.57,20,kelly,0.1,0.98,1.5,300,201,67.0,27.68,1027.68,0.46,2.0809
0.57,20,kelly,0.1,0.98,1.6,212,137,64.62,16.02,1016.02,0.38,1.3818
0.57,20,kelly,0.1,1.0,1.1,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.1,1.0,1.2,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.1,1.0,1.3,377,253,67.11,33.3,1033.3,0.44,2.2379
0.57,20,kelly,0.1,1.0,1.4,371,250,67.39,35.3,1035.3,0.48,2.3926
0.57,20,kelly,0.1,1.0,1.5,317,212,66.88,34.06,1034.06,0.54,2.4481
0.57,20,kelly,0.1,1.0,1.6,247,164,66.4,29.33,1029.33,0.59,2.3426
0.57,20,kelly,0.15,0.85,1.1,377,253,67.11,-28.24,971.76,-0.37,-2.233
0.57,20,kelly,0.15,0.85,1.2,364,246,67.58,-23.41,976.59,-0.32,-1.884
0.57,20,kelly,0.15,0.85,1.3,300,201,67.0,-15.78,984.22,-0.26,-1.3678
0.57,20,kelly,0.15,0.85,1.4,191,125,65.45,-9.94,990.06,-0.26,-1.0438
0.57,20,kelly,0.15,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.15,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.15,0.9,1.1,378,254,67.2,-7.57,992.43,-0.1,-0.5653
0.57,20,kelly,0.15,0.9,1.2,374,251,67.11,-7.08,992.92,-0.09,-0.5305
0.57,20,kelly,0.15,0.9,1.3,354,237,66.95,-4.93,995.07,-0.07,-0.3769
0.57,20,kelly,0.15,0.9,1.4,285,193,67.72,4.84,1004.84,0.08,0.4077
0.57,20,kelly,0.15,0.9,1.5,162,103,63.58,-3.14,996.86,-0.1,-0.3328
0.57,20,kelly,0.15,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.57,20,kelly,0.15,0.95,1.1,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.15,0.95,1.2,378,254,67.2,13.01,1013.01,0.17,0.9201
0.57,20,kelly,0.15,0.95,1.3,373,251,67.29,14.3,1014.3,0.19,1.0172
0.57,20,kelly,0.15,0.95,1.4,331,222,67.07,16.65,1016.65,0.25,1.2398
0.57,20,kelly,0.15,0.95,1.5,267,178,66.67,16.61,1016.61,0.31,1.3518
0.57,20,kelly,0.15,0.95,1.6,136,88,64.71,7.81,1007.81,0.29,0.8576
0.57,20,kelly,0.15,0.98,1.1,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.15,0.98,1.2,378,254,67.2,25.36,1025.36,0.34,1.7386
0.57,20,kelly,0.15,0.98,1.3,375,251,66.93,24.53,1024.53,0.33,1.6825
0.57,20,kelly,0.15,0.98,1.4,358,240,67.04,26.33,1026.33,0.37,1.8405
0.57,20,kelly,0.15,0.98,1.5,300,201,67.0,27.68,1027.68,0.46,2.0809
0.57,20,kelly,0.15,0.98,1.6,212,137,64.62,16.02,1016.02,0.38,1.3818
0.57,20,kelly,0.15,1.0,1.1,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.15,1.0,1.2,378,254,67.2,33.59,1033.59,0.44,2.257
0.57,20,kelly,0.15,1.0,1.3,377,253,67.11,33.3,1033.3,0.44,2.2379
0.57,20,kelly,0.15,1.0,1.4,371,250,67.39,35.3,1035.3,0.48,2.3926
0.57,20,kelly,0.15,1.0,1.5,317,212,66.88,34.06,1034.06,0.54,2.4481
0.57,20,kelly,0.15,1.0,1.6,247,164,66.4,29.33,1029.33,0.59,2.3426
0.6,20,kelly,0.03,0.85,1.1,215,150,69.77,-16.27,983.73,-0.38,-1.8156
0.6,20,kelly,0.03,0.85,1.2,202,143,70.79,-11.44,988.56,-0.28,-1.3234
0.6,20,kelly,0.03,0.85,1.3,138,98,71.01,-3.81,996.19,-0.14,-0.5221
0.6,20,kelly,0.03,0.85,1.4,29,22,75.86,2.03,1002.03,0.35,0.6241
0.6,20,kelly,0.03,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.03,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.03,0.9,1.1,216,151,69.91,-4.43,995.57,-0.1,-0.4663
0.6,20,kelly,0.03,0.9,1.2,212,148,69.81,-3.94,996.06,-0.09,-0.4175
0.6,20,kelly,0.03,0.9,1.3,192,134,69.79,-1.79,998.21,-0.05,-0.1975
0.6,20,kelly,0.03,0.9,1.4,123,90,73.17,7.99,1007.99,0.32,1.1158
0.6,20,kelly,0.03,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.03,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.03,0.95,1.1,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.03,0.95,1.2,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.03,0.95,1.3,211,148,70.14,8.62,1008.62,0.2,0.8701
0.6,20,kelly,0.03,0.95,1.4,169,119,70.41,10.97,1010.97,0.32,1.2202
0.6,20,kelly,0.03,0.95,1.5,105,75,71.43,10.93,1010.93,0.52,1.5271
0.6,20,kelly,0.03,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.03,0.98,1.1,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.03,0.98,1.2,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.03,0.98,1.3,213,148,69.48,13.55,1013.55,0.32,1.3122
0.6,20,kelly,0.03,0.98,1.4,196,137,69.9,15.35,1015.35,0.39,1.5449
0.6,20,kelly,0.03,0.98,1.5,138,98,71.01,16.71,1016.71,0.61,1.9839
0.6,20,kelly,0.03,0.98,1.6,50,34,68.0,5.04,1005.04,0.5,0.9446
0.6,20,kelly,0.03,1.0,1.1,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.03,1.0,1.2,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.03,1.0,1.3,215,150,69.77,18.8,1018.8,0.44,1.7823
0.6,20,kelly,0.03,1.0,1.4,209,147,70.33,20.79,1020.79,0.5,2.0061
0.6,20,kelly,0.03,1.0,1.5,155,109,70.32,19.55,1019.55,0.63,2.1435
0.6,20,kelly,0.03,1.0,1.6,85,61,71.76,14.83,1014.83,0.87,2.1825
0.6,20,kelly,0.05,0.85,1.1,215,150,69.77,-16.27,983.73,-0.38,-1.8156
0.6,20,kelly,0.05,0.85,1.2,202,143,70.79,-11.44,988.56,-0.28,-1.3234
0.6,20,kelly,0.05,0.85,1.3,138,98,71.01,-3.81,996.19,-0.14,-0.5221
0.6,20,kelly,0.05,0.85,1.4,29,22,75.86,2.03,1002.03,0.35,0.6241
0.6,20,kelly,0.05,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.05,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.05,0.9,1.1,216,151,69.91,-4.43,995.57,-0.1,-0.4663
0.6,20,kelly,0.05,0.9,1.2,212,148,69.81,-3.94,996.06,-0.09,-0.4175
0.6,20,kelly,0.05,0.9,1.3,192,134,69.79,-1.79,998.21,-0.05,-0.1975
0.6,20,kelly,0.05,0.9,1.4,123,90,73.17,7.99,1007.99,0.32,1.1158
0.6,20,kelly,0.05,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.05,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.05,0.95,1.1,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.05,0.95,1.2,216,151,69.91,7.33,1007.33,0.17,0.7313
0.6,20,kelly,0.05,0.95,1.3,211,148,70.14,8.62,1008.62,0.2,0.8701
0.6,20,kelly,0.05,0.95,1.4,169,119,70.41,10.97,1010.97,0.32,1.2202
0.6,20,kelly,0.05,0.95,1.5,105,75,71.43,10.93,1010.93,0.52,1.5271
0.6,20,kelly,0.05,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.6,20,kelly,0.05,0.98,1.1,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.05,0.98,1.2,216,151,69.91,14.38,1014.38,0.33,1.3913
0.6,20,kelly,0.05,0.98,1.3,213,148,69.48,13.55,1013.55,0.32,1.3122
0.6,20,kelly,0.05,0.98,1.4,196,137,69.9,15.35,1015.35,0.39,1.5449
0.6,20,kelly,0.05,0.98,1.5,138,98,71.01,16.71,1016.71,0.61,1.9839
0.6,20,kelly,0.05,0.98,1.6,50,34,68.0,5.04,1005.04,0.5,0.9446
0.6,20,kelly,0.05,1.0,1.1,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.05,1.0,1.2,216,151,69.91,19.08,1019.08,0.44,1.8092
0.6,20,kelly,0.05,1.0,1.3,215,150,69.77,18.8,1018.8,0.44,1.7823
0.6,20,kelly,0.05,1.0,1.4,209,147,70.33,20.79,1020.79,0.5,2.0061
