league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Norwich City,83’,0:0,Lukas Rupp,Mathias Normann,substitute_in
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,84’,0:0,Alexis Mac Allister,Jakub Moder,substitute_in
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,90+2’,0:0,Shane Duffy,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,90+4’,0:0,Dan Burn,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Norwich City,90’,0:0,Adam Idah,Teemu Pukki,substitute_in
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,Liverpool,27’,1:0,Sadio Mané,Trent Alexander-Arnold,goal
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,West Ham United,31’,1:0,Craig Dawson,,yellow_card
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,West Ham United,53’,1:0,Saïd Benrahma,Jarrod Bowen,substitute_in
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,West Ham United,61’,1:0,Mark Noble,Nikola Vlašić,substitute_in
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,Liverpool,79’,1:0,Diogo Jota,Mohamed Salah,substitute_in
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,Liverpool,89’,1:0,Diogo Jota,,yellow_card
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,West Ham United,90+3’,1:0,Daniel Chesters,Pablo Fornals,substitute_in
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,Liverpool,90+4’,1:0,Sadio Mané,,yellow_card
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,Liverpool,90+6’,1:0,Curtis Jones,Luis Díaz,substitute_in
ENG-Premier League,2122,2022-03-05 Liverpool-West Ham United,Liverpool,90’,1:0,James Milner,Naby Keïta,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Burnley,45’,0:1,Ashley Barnes,,penalty_goal
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Aston Villa,48’,1:1,Emi Buendía,John McGinn,goal
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Burnley,55’,1:1,Kevin Long,,yellow_card
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Aston Villa,57’,1:1,Bertrand Traoré,Carney Chukwuemeka,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Burnley,71’,1:1,Wout Weghorst,Ashley Barnes,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Aston Villa,72’,1:1,Philippe Coutinho,Jacob Ramsey,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Aston Villa,78’,1:1,Danny Ings,Ollie Watkins,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Burnley,79’,1:1,Aaron Lennon,Dwight McNeil,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Burnley,85’,1:1,Matthew Lowton,Maxwel Cornet,substitute_in
ENG-Premier League,2122,2022-05-19 Aston Villa-Burnley,Burnley,90+1’,1:1,Matthew Lowton,,red_card
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Leeds United,18’,1:0,Diego Llorente,,goal
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Watford,45+1’,1:0,Ken Sema,Joshua King,substitute_in
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Watford,59’,1:0,Kiko Femenía,,yellow_card
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Watford,59’,1:0,João Pedro,Ozan Tufan,substitute_in
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Watford,65’,1:0,Ismaila Sarr,,yellow_card
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Watford,68’,1:0,Christian Kabasele,Francisco Sierralta,substitute_in
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Leeds United,78’,1:0,Tyler Roberts,Stuart Dallas,substitute_in
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Leeds United,90+4’,1:0,Pascal Struijk,Mateusz Klich,substitute_in
ENG-Premier League,2122,2021-10-02 Leeds United-Watford,Watford,90’,1:0,Emmanuel Dennis,,yellow_card
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,31’,0:2,Danny Rose,,yellow_card
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Manchester City,31’,0:2,Bernardo Silva,,goal
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,46’,0:2,Juraj Kucka,Tom Cleverley,substitute_in
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,46’,0:2,Cucho,Imran Louza,substitute_in
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Manchester City,4’,0:1,Raheem Sterling,Phil Foden,goal
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Manchester City,63’,0:3,Bernardo Silva,Kyle Walker,goal
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Manchester City,67’,0:3,Kevin De Bruyne,İlkay Gündoğan,substitute_in
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Manchester City,68’,0:3,Riyad Mahrez,Jack Grealish,substitute_in
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,71’,0:3,Jeremy Ngakia,Danny Rose,substitute_in
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,74’,1:3,Cucho,,goal
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Manchester City,75’,1:3,Gabriel Jesus,Phil Foden,substitute_in
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,7’,0:1,Joshua King,,yellow_card
ENG-Premier League,2122,2021-12-04 Watford-Manchester City,Watford,85’,1:3,Craig Cathcart,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,25’,0:1,Gabriel Magalhães,Alexandre Lacazette,goal
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,33’,0:1,Thomas Partey,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Wolverhampton Wanderers,36’,0:1,Romain Saïss,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,45+1’,0:1,Granit Xhaka,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Wolverhampton Wanderers,60’,0:1,Rúben Neves,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,61’,0:1,Gabriel Magalhães,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Wolverhampton Wanderers,62’,0:1,Chiquinho,Francisco Trincão,substitute_in
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Wolverhampton Wanderers,63’,0:1,Rayan Aït-Nouri,Fernando Marçal,substitute_in
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,68’,0:1,Emile Smith Rowe,Martin Ødegaard,substitute_in
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,69’,0:1,Gabriel Martinelli,,yellow_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,69’,0:1,Gabriel Martinelli,,yellow_red_card
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,71’,0:1,Rob Holding,Bukayo Saka,substitute_in
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Wolverhampton Wanderers,81’,0:1,Fábio Silva,Conor Coady,substitute_in
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,Arsenal,81’,0:1,Eddie Nketiah,Alexandre Lacazette,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Norwich City,23’,0:0,Max Aarons,,yellow_card
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,40’,0:0,Danny Ings,Leon Bailey,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,41’,1:0,Ollie Watkins,Danny Ings,goal
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,44’,1:0,Calum Chambers,,yellow_card
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,61’,1:0,Tim Iroegbunam,,yellow_card
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,65’,1:0,Danny Ings,,yellow_card
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,67’,1:0,Jacob Ramsey,,yellow_card
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Norwich City,67’,1:0,Josh Sargent,Pierre Lees-Melou,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,73’,1:0,Douglas Luiz,Tim Iroegbunam,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,76’,1:0,Emi Buendía,Philippe Coutinho,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Norwich City,77’,1:0,Jonathan Rowe,Milot Rashica,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Norwich City,81’,1:0,Lukas Rupp,Josh Sargent,substitute_in
ENG-Premier League,2122,2022-04-30 Aston Villa-Norwich City,Aston Villa,90+3’,2:0,Danny Ings,Emi Buendía,goal
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Everton,17’,0:0,Alex Iwobi,Demarai Gray,substitute_in
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Everton,31’,0:0,Richarlison,,yellow_card
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,44’,1:0,Raheem Sterling,João Cancelo,goal
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,45+3’,1:0,Aymeric Laporte,,yellow_card
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,55’,2:0,Rodri,,goal
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,58’,2:0,Riyad Mahrez,Phil Foden,substitute_in
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Everton,63’,2:0,Salomón Rondón,Fabian Delph,substitute_in
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,76’,2:0,Nathan Aké,Aymeric Laporte,substitute_in
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,86’,3:0,Bernardo Silva,,goal
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Manchester City,87’,3:0,James Mcatee,Cole Palmer,substitute_in
ENG-Premier League,2122,2021-11-21 Manchester City-Everton,Everton,90’,3:0,Tyler Onyango,Allan,substitute_in
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Chelsea,48’,1:0,Antonio Rüdiger,N'Golo Kanté,goal
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,50’,1:1,Vitaly Janelt,Bryan Mbeumo,goal
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,54’,1:2,Christian Eriksen,Bryan Mbeumo,goal
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Chelsea,55’,1:2,Reece James,Marcos Alonso,substitute_in
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,60’,1:3,Vitaly Janelt,Ivan Toney,goal
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Chelsea,64’,1:3,Mateo Kovačić,Timo Werner,substitute_in
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Chelsea,65’,1:3,Romelu Lukaku,N'Golo Kanté,substitute_in
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,82’,1:3,Mathias Jensen,Vitaly Janelt,substitute_in
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,85’,1:3,Yoane Wissa,Bryan Mbeumo,substitute_in
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,87’,1:4,Yoane Wissa,,goal
ENG-Premier League,2122,2022-04-02 Chelsea-Brentford,Brentford,88’,1:4,Sergi Canós,Rico Henry,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,21’,0:1,Lucas Digne,,yellow_card
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,31’,0:2,Emi Buendía,Lucas Digne,goal
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,45+1’,0:2,Ollie Watkins,,yellow_card
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Burnley,47’,0:2,Kevin Long,James Tarkowski,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,52’,0:3,Ollie Watkins,John McGinn,goal
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Burnley,66’,0:3,Maxwel Cornet,Aaron Lennon,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Burnley,69’,0:3,Josh Brownhill,,yellow_card
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,69’,0:3,Carney Chukwuemeka,Calum Chambers,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Burnley,72’,0:3,Erik Pieters,Ashley Barnes,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,74’,0:3,Ashley Young,Danny Ings,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,7’,0:1,Danny Ings,Emi Buendía,goal
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Aston Villa,80’,0:3,Philippe Coutinho,Emi Buendía,substitute_in
ENG-Premier League,2122,2022-05-07 Burnley-Aston Villa,Burnley,90+1’,1:3,Maxwel Cornet,Erik Pieters,goal
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Burnley,13’,0:1,Wout Weghorst,,yellow_card
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Manchester City,25’,0:2,İlkay Gündoğan,Raheem Sterling,goal
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Burnley,46’,0:2,Maxwel Cornet,Dwight McNeil,substitute_in
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Manchester City,5’,0:1,Kevin De Bruyne,Raheem Sterling,goal
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Manchester City,64’,0:2,Gabriel Jesus,Phil Foden,substitute_in
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Burnley,71’,0:2,Jay Rodriguez,Jack Cork,substitute_in
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Manchester City,78’,0:2,Bernardo Silva,Kevin De Bruyne,substitute_in
ENG-Premier League,2122,2022-04-02 Burnley-Manchester City,Burnley,81’,0:2,Ashley Barnes,Wout Weghorst,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,10’,0:1,Jarrod Bowen,Issa Diop,goal
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,Leicester City,18’,0:1,Ricardo Pereira,,yellow_card
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,Leicester City,31’,0:1,Luke Thomas,James Justin,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,Leicester City,45’,1:1,Youri Tielemans,,penalty_goal
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,Leicester City,57’,2:1,Ricardo Pereira,Harvey Barnes,goal
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,60’,2:1,Aaron Cresswell,,yellow_card
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,61’,2:1,Declan Rice,,yellow_card
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,67’,2:1,Ryan Fredericks,Vladimír Coufal,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,Leicester City,73’,2:1,Ademola Lookman,James Maddison,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,79’,2:1,Nikola Vlašić,Pablo Fornals,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,79’,2:1,Saïd Benrahma,Manuel Lanzini,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,Leicester City,89’,2:1,Jannik Vestergaard,Youri Tielemans,substitute_in
ENG-Premier League,2122,2022-02-13 Leicester City-West Ham United,West Ham United,90+1’,2:2,Craig Dawson,Jarrod Bowen,goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Leicester City,16’,1:0,James Maddison,Jonny Evans,goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Watford,30’,1:1,Joshua King,,penalty_goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Leicester City,34’,2:1,Jamie Vardy,James Maddison,goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Leicester City,42’,3:1,Jamie Vardy,James Maddison,goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Watford,46’,3:1,João Pedro,Imran Louza,substitute_in
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Watford,46’,3:1,Ozan Tufan,Tom Cleverley,substitute_in
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Watford,61’,3:2,Emmanuel Dennis,,goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Leicester City,68’,4:2,Ademola Lookman,,goal
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Watford,71’,4:2,Ashley Fletcher,Emmanuel Dennis,substitute_in
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Leicester City,75’,4:2,Marc Albrighton,Ademola Lookman,substitute_in
ENG-Premier League,2122,2021-11-28 Leicester City-Watford,Leicester City,88’,4:2,Kiernan Dewsbury-Hall,James Maddison,substitute_in
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,Manchester City,29’,0:0,Aymeric Laporte,,yellow_card
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,Manchester City,33’,1:0,İlkay Gündoğan,,goal
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,West Ham United,59’,1:0,Manuel Lanzini,Saïd Benrahma,substitute_in
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,Manchester City,61’,1:0,João Cancelo,,yellow_card
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,West Ham United,61’,1:0,Vladimír Coufal,Aaron Cresswell,substitute_in
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,West Ham United,74’,1:0,Jarrod Bowen,Arthur Masuaku,substitute_in
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,Manchester City,87’,1:0,Fernandinho,Raheem Sterling,substitute_in
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,West Ham United,90+4’,2:1,Manuel Lanzini,,goal
ENG-Premier League,2122,2021-11-28 Manchester City-West Ham United,Manchester City,90’,2:0,Fernandinho,İlkay Gündoğan,goal
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,25’,0:0,James Milner,,yellow_card
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,26’,0:1,Diogo Jota,Mohamed Salah,goal
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Norwich City,53’,0:1,Todd Cantwell,,yellow_card
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,61’,0:1,Roberto Firmino,Diogo Jota,substitute_in
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,61’,0:1,Fabinho,Alex Oxlade-Chamberlain,substitute_in
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,65’,0:2,Roberto Firmino,Mohamed Salah,goal
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,74’,0:3,Mohamed Salah,,goal
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Norwich City,77’,0:3,Adam Idah,Teemu Pukki,substitute_in
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Norwich City,77’,0:3,Josh Sargent,Milot Rashica,substitute_in
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Liverpool,83’,0:3,Harvey Elliott,Naby Keïta,substitute_in
ENG-Premier League,2122,2021-08-14 Norwich City-Liverpool,Norwich City,86’,0:3,Kieran Dowell,Todd Cantwell,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Liverpool,19’,1:0,Alex Oxlade-Chamberlain,Naby Keïta,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Liverpool,24’,2:0,Sadio Mané,Alex Oxlade-Chamberlain,goal
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Brighton & Hove Albion,41’,2:1,Enock Mwepu,Solly March,goal
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Liverpool,4’,1:0,Jordan Henderson,Mohamed Salah,goal
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Brighton & Hove Albion,60’,2:1,Alexis Mac Allister,Yves Bissouma,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Brighton & Hove Albion,65’,2:2,Leandro Trossard,Adam Lallana,goal
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Brighton & Hove Albion,66’,2:2,Tariq Lamptey,Jakub Moder,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Brighton & Hove Albion,77’,2:2,Pascal Groß,Adam Lallana,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Liverpool,78’,2:2,Diogo Jota,Roberto Firmino,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Liverpool,87’,2:2,Takumi Minamino,Curtis Jones,substitute_in
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,Liverpool,88’,2:2,Takumi Minamino,,yellow_card
