league,season,game,team,player,nation,age,min,Shot Stopping_SoTA,Shot Stopping_GA,Shot Stopping_Saves,Shot Stopping_Save%,game_id
ENG-Premier League,1718,2018-03-03 Swansea City-West Ham United,Swansea City,Łukasz Fabiański,POL,32-319,90,2,1,1,50.0,4d3b05af
ENG-Premier League,1718,2018-03-03 Swansea City-West Ham United,West Ham United,Adrián,ESP,31-059,90,6,4,3,50.0,4d3b05af
ENG-Premier League,1718,2018-03-03 Tottenham Hotspur-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-030,90,7,2,5,71.4,df00152d
ENG-Premier League,1718,2018-03-03 Tottenham Hotspur-Huddersfield Town,Tottenham Hotspur,Hugo Lloris,FRA,31-067,90,3,0,3,100.0,df00152d
ENG-Premier League,1718,2018-03-03 Watford-West Brom,Watford,Orestis Karnezis,GRE,32-235,90,2,0,2,100.0,02b0f00c
ENG-Premier League,1718,2018-03-03 Watford-West Brom,West Bromwich Albion,Ben Foster,ENG,34-334,90,3,1,2,66.7,02b0f00c
ENG-Premier League,1718,2018-03-04 Brighton-Arsenal,Arsenal,Petr Čech,CZE,35-288,90,6,2,4,66.7,42457283
ENG-Premier League,1718,2018-03-04 Brighton-Arsenal,Brighton & Hove Albion,Mathew Ryan,AUS,25-330,90,7,1,6,85.7,42457283
ENG-Premier League,1718,2018-03-04 Manchester City-Chelsea,Chelsea,Thibaut Courtois,BEL,25-297,90,2,1,1,50.0,dc8c6aaf
ENG-Premier League,1718,2018-03-04 Manchester City-Chelsea,Manchester City,Ederson,BRA,24-199,90,0,0,0,,dc8c6aaf
ENG-Premier League,1718,2018-03-05 Crystal Palace-Manchester Utd,Crystal Palace,Wayne Hennessey,WAL,31-040,90,7,3,4,57.1,9abb5749
ENG-Premier League,1718,2018-03-05 Crystal Palace-Manchester Utd,Manchester United,David de Gea,ESP,27-118,90,4,2,2,50.0,9abb5749
ENG-Premier League,1718,2018-03-10 Chelsea-Crystal Palace,Chelsea,Thibaut Courtois,BEL,25-303,90,2,1,1,50.0,15c3f004
ENG-Premier League,1718,2018-03-10 Chelsea-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-045,90,9,2,7,77.8,15c3f004
ENG-Premier League,1718,2018-03-10 Everton-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,25-336,90,2,2,1,0.0,9f941a1f
ENG-Premier League,1718,2018-03-10 Everton-Brighton,Everton,Jordan Pickford,ENG,24-003,90,4,0,4,100.0,9f941a1f
ENG-Premier League,1718,2018-03-10 Huddersfield Town-Swansea City,Huddersfield Town,Jonas Lössl,DEN,29-037,90,0,0,0,,f35f4268
ENG-Premier League,1718,2018-03-10 Huddersfield Town-Swansea City,Swansea City,Łukasz Fabiański,POL,32-326,90,4,0,4,100.0,f35f4268
ENG-Premier League,1718,2018-03-10 Manchester Utd-Liverpool,Liverpool,Loris Karius,GER,24-261,90,2,2,0,0.0,00e55ca8
ENG-Premier League,1718,2018-03-10 Manchester Utd-Liverpool,Manchester United,David de Gea,ESP,27-123,90,3,1,2,66.7,00e55ca8
ENG-Premier League,1718,2018-03-10 Newcastle United-Southampton,Newcastle United,Martin Dúbravka,SVK,29-054,90,2,0,2,100.0,4fd6c2ee
ENG-Premier League,1718,2018-03-10 Newcastle United-Southampton,Southampton,Alex McCarthy,ENG,28-097,90,5,3,2,40.0,4fd6c2ee
ENG-Premier League,1718,2018-03-10 West Brom-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-125,90,2,1,1,50.0,629b83d0
ENG-Premier League,1718,2018-03-10 West Brom-Leicester City,West Bromwich Albion,Ben Foster,ENG,34-341,90,7,4,3,42.9,629b83d0
ENG-Premier League,1718,2018-03-10 West Ham United-Burnley,Burnley,Nick Pope,ENG,25-325,90,4,0,4,100.0,1cd9b494
ENG-Premier League,1718,2018-03-10 West Ham United-Burnley,West Ham United,Joe Hart,ENG,30-325,90,4,3,1,25.0,1cd9b494
ENG-Premier League,1718,2018-03-11 Arsenal-Watford,Arsenal,Petr Čech,CZE,35-295,90,2,0,3,100.0,9eba55b6
ENG-Premier League,1718,2018-03-11 Arsenal-Watford,Watford,Orestis Karnezis,GRE,32-243,90,7,3,4,57.1,9eba55b6
ENG-Premier League,1718,2018-03-11 Bournemouth-Tottenham Hotspur,Bournemouth,Asmir Begović,BIH,30-264,90,8,4,4,50.0,80a47654
ENG-Premier League,1718,2018-03-11 Bournemouth-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-075,90,3,1,2,66.7,80a47654
ENG-Premier League,1718,2018-03-12 Stoke City-Manchester City,Manchester City,Ederson,BRA,24-207,90,0,0,0,,09d80d49
ENG-Premier League,1718,2018-03-12 Stoke City-Manchester City,Stoke City,Jack Butland,ENG,25-002,90,6,2,4,66.7,09d80d49
ENG-Premier League,1718,2018-03-17 Bournemouth-West Brom,Bournemouth,Asmir Begović,BIH,30-270,90,5,1,4,80.0,134dc51c
ENG-Premier League,1718,2018-03-17 Bournemouth-West Brom,West Bromwich Albion,Ben Foster,ENG,34-348,90,5,2,3,60.0,134dc51c
ENG-Premier League,1718,2018-03-17 Huddersfield Town-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-052,90,2,0,2,100.0,3b6ded14
ENG-Premier League,1718,2018-03-17 Huddersfield Town-Crystal Palace,Huddersfield Town,Jonas Lössl,DEN,29-044,90,4,2,3,75.0,3b6ded14
ENG-Premier League,1718,2018-03-17 Liverpool-Watford,Liverpool,Loris Karius,GER,24-268,90,1,0,1,100.0,99d79931
ENG-Premier League,1718,2018-03-17 Liverpool-Watford,Watford,Orestis Karnezis,GRE,32-249,90,10,5,5,50.0,99d79931
ENG-Premier League,1718,2018-03-17 Stoke City-Everton,Everton,Jordan Pickford,ENG,24-010,90,4,1,3,75.0,01f6b961
ENG-Premier League,1718,2018-03-17 Stoke City-Everton,Stoke City,Jack Butland,ENG,25-007,90,8,2,6,75.0,01f6b961
ENG-Premier League,1718,2018-03-31 Brighton-Leicester City,Brighton & Hove Albion,Mathew Ryan,AUS,25-357,90,4,2,2,50.0,683b188f
ENG-Premier League,1718,2018-03-31 Brighton-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-146,90,1,0,2,100.0,683b188f
ENG-Premier League,1718,2018-03-31 Crystal Palace-Liverpool,Crystal Palace,Wayne Hennessey,WAL,31-066,90,6,2,4,66.7,98213b8d
ENG-Premier League,1718,2018-03-31 Crystal Palace-Liverpool,Liverpool,Loris Karius,GER,24-282,90,2,1,2,100.0,98213b8d
ENG-Premier League,1718,2018-03-31 Everton-Manchester City,Everton,Jordan Pickford,ENG,24-024,90,4,3,1,25.0,ca51e3ba
ENG-Premier League,1718,2018-03-31 Everton-Manchester City,Manchester City,Ederson,BRA,24-226,90,2,1,1,50.0,ca51e3ba
ENG-Premier League,1718,2018-03-31 Manchester Utd-Swansea City,Manchester United,David de Gea,ESP,27-144,90,2,0,2,100.0,41e0dc54
ENG-Premier League,1718,2018-03-31 Manchester Utd-Swansea City,Swansea City,Łukasz Fabiański,POL,32-347,90,5,2,3,60.0,41e0dc54
ENG-Premier League,1718,2018-03-31 Newcastle United-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-058,90,3,1,2,66.7,f7c1128f
ENG-Premier League,1718,2018-03-31 Newcastle United-Huddersfield Town,Newcastle United,Martin Dúbravka,SVK,29-075,90,0,0,0,,f7c1128f
ENG-Premier League,1718,2018-03-31 Watford-Bournemouth,Bournemouth,Asmir Begović,BIH,30-284,90,5,2,3,60.0,fe2d2f2c
ENG-Premier League,1718,2018-03-31 Watford-Bournemouth,Watford,Orestis Karnezis,GRE,32-263,90,5,2,4,80.0,fe2d2f2c
ENG-Premier League,1718,2018-03-31 West Brom-Burnley,Burnley,Nick Pope,ENG,25-346,90,3,1,2,66.7,68df68a4
ENG-Premier League,1718,2018-03-31 West Brom-Burnley,West Bromwich Albion,Ben Foster,ENG,34-362,90,4,2,2,50.0,68df68a4
ENG-Premier League,1718,2018-03-31 West Ham United-Southampton,Southampton,Alex McCarthy,ENG,28-118,90,5,3,2,40.0,781945f9
ENG-Premier League,1718,2018-03-31 West Ham United-Southampton,West Ham United,Joe Hart,ENG,30-346,90,0,0,0,,781945f9
ENG-Premier League,1718,2018-04-01 Arsenal-Stoke City,Arsenal,David Ospina,COL,29-213,90,2,0,2,100.0,9c1a218b
ENG-Premier League,1718,2018-04-01 Arsenal-Stoke City,Stoke City,Jack Butland,ENG,25-022,90,9,3,8,88.9,9c1a218b
ENG-Premier League,1718,2018-04-01 Chelsea-Tottenham Hotspur,Chelsea,Willy Caballero,ARG,36-185,90,6,3,3,50.0,fbe31f74
ENG-Premier League,1718,2018-04-01 Chelsea-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-096,90,4,1,3,75.0,fbe31f74
ENG-Premier League,1718,2018-04-07 Bournemouth-Crystal Palace,Bournemouth,Asmir Begović,BIH,30-291,90,6,2,4,66.7,b2a3c401
ENG-Premier League,1718,2018-04-07 Bournemouth-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-073,90,5,2,3,60.0,b2a3c401
ENG-Premier League,1718,2018-04-07 Brighton-Huddersfield Town,Brighton & Hove Albion,Mathew Ryan,AUS,25-364,90,5,1,4,80.0,a5f340e0
ENG-Premier League,1718,2018-04-07 Brighton-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-065,90,5,1,4,80.0,a5f340e0
ENG-Premier League,1718,2018-04-07 Everton-Liverpool,Everton,Jordan Pickford,ENG,24-031,90,3,0,3,100.0,675b2cb4
ENG-Premier League,1718,2018-04-07 Everton-Liverpool,Liverpool,Loris Karius,GER,24-289,90,1,0,1,100.0,675b2cb4
ENG-Premier League,1718,2018-04-07 Leicester City-Newcastle United,Leicester City,Kasper Schmeichel,DEN,31-153,90,4,2,2,50.0,4acfb58c
ENG-Premier League,1718,2018-04-07 Leicester City-Newcastle United,Newcastle United,Martin Dúbravka,SVK,29-082,90,1,1,0,0.0,4acfb58c
ENG-Premier League,1718,2018-04-07 Manchester City-Manchester Utd,Manchester City,Ederson,BRA,24-233,90,4,3,1,25.0,50a03a01
ENG-Premier League,1718,2018-04-07 Manchester City-Manchester Utd,Manchester United,David de Gea,ESP,27-151,90,6,2,4,66.7,50a03a01
ENG-Premier League,1718,2018-04-07 Stoke City-Tottenham Hotspur,Stoke City,Jack Butland,ENG,25-028,90,4,2,2,50.0,1da6c7b5
ENG-Premier League,1718,2018-04-07 Stoke City-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-102,90,4,1,3,75.0,1da6c7b5
ENG-Premier League,1718,2018-04-07 Watford-Burnley,Burnley,Nick Pope,ENG,25-353,90,5,1,4,80.0,8410e555
ENG-Premier League,1718,2018-04-07 Watford-Burnley,Watford,Orestis Karnezis,GRE,32-270,90,4,2,2,50.0,8410e555
ENG-Premier League,1718,2018-04-07 West Brom-Swansea City,Swansea City,Łukasz Fabiański,POL,32-354,90,3,1,2,66.7,bfe5ba12
ENG-Premier League,1718,2018-04-07 West Brom-Swansea City,West Bromwich Albion,Ben Foster,ENG,35-004,90,1,1,0,0.0,bfe5ba12
ENG-Premier League,1718,2018-04-08 Arsenal-Southampton,Arsenal,Petr Čech,CZE,35-323,90,7,2,5,71.4,dd1ec108
ENG-Premier League,1718,2018-04-08 Arsenal-Southampton,Southampton,Alex McCarthy,ENG,28-126,90,7,3,4,57.1,dd1ec108
ENG-Premier League,1718,2018-04-08 Chelsea-West Ham United,Chelsea,Thibaut Courtois,BEL,25-332,90,2,1,1,50.0,b325a378
ENG-Premier League,1718,2018-04-08 Chelsea-West Ham United,West Ham United,Joe Hart,ENG,30-354,90,6,1,5,83.3,b325a378
ENG-Premier League,1718,2018-04-14 Burnley-Leicester City,Burnley,Nick Pope,ENG,25-360,90,6,1,5,83.3,eae8514a
ENG-Premier League,1718,2018-04-14 Burnley-Leicester City,Leicester City,Ben Hamer,ENG,30-145,4,0,0,0,,eae8514a
ENG-Premier League,1718,2018-04-14 Burnley-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-160,86,3,2,1,33.3,eae8514a
ENG-Premier League,1718,2018-04-14 Crystal Palace-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,26-006,90,7,3,4,57.1,30714500
ENG-Premier League,1718,2018-04-14 Crystal Palace-Brighton,Crystal Palace,Wayne Hennessey,WAL,31-080,90,3,2,1,33.3,30714500
ENG-Premier League,1718,2018-04-14 Huddersfield Town-Watford,Huddersfield Town,Jonas Lössl,DEN,29-072,90,2,0,2,100.0,d9d7c9b3
ENG-Premier League,1718,2018-04-14 Huddersfield Town-Watford,Watford,Orestis Karnezis,GRE,32-277,90,1,1,0,0.0,d9d7c9b3
ENG-Premier League,1718,2018-04-14 Liverpool-Bournemouth,Bournemouth,Asmir Begović,BIH,30-298,90,6,3,3,50.0,3c508794
ENG-Premier League,1718,2018-04-14 Liverpool-Bournemouth,Liverpool,Loris Karius,GER,24-296,90,1,0,1,100.0,3c508794
ENG-Premier League,1718,2018-04-14 Southampton-Chelsea,Chelsea,Thibaut Courtois,BEL,25-338,90,7,2,5,71.4,c0ef52a9
ENG-Premier League,1718,2018-04-14 Southampton-Chelsea,Southampton,Alex McCarthy,ENG,28-132,90,5,3,2,40.0,c0ef52a9
ENG-Premier League,1718,2018-04-14 Swansea City-Everton,Everton,Jordan Pickford,ENG,24-038,90,5,1,4,80.0,f863ee2a
ENG-Premier League,1718,2018-04-14 Swansea City-Everton,Swansea City,Łukasz Fabiański,POL,32-361,90,4,1,3,75.0,f863ee2a
ENG-Premier League,1718,2018-04-14 Tottenham Hotspur-Manchester City,Manchester City,Ederson,BRA,24-240,90,3,1,2,66.7,8fe8c64c
ENG-Premier League,1718,2018-04-14 Tottenham Hotspur-Manchester City,Tottenham Hotspur,Hugo Lloris,FRA,31-109,90,5,3,3,60.0,8fe8c64c
ENG-Premier League,1718,2018-04-15 Manchester Utd-West Brom,Manchester United,David de Gea,ESP,27-159,90,4,1,3,75.0,b5ed1d8d
ENG-Premier League,1718,2018-04-15 Manchester Utd-West Brom,West Bromwich Albion,Ben Foster,ENG,35-012,90,4,0,4,100.0,b5ed1d8d
ENG-Premier League,1718,2018-04-15 Newcastle United-Arsenal,Arsenal,Petr Čech,CZE,35-330,90,4,2,2,50.0,a4ac40df
ENG-Premier League,1718,2018-04-15 Newcastle United-Arsenal,Newcastle United,Martin Dúbravka,SVK,29-090,90,3,1,2,66.7,a4ac40df
ENG-Premier League,1718,2018-04-16 West Ham United-Stoke City,Stoke City,Jack Butland,ENG,25-037,90,6,1,5,83.3,1b6e8568
ENG-Premier League,1718,2018-04-16 West Ham United-Stoke City,West Ham United,Joe Hart,ENG,30-362,90,6,1,5,83.3,1b6e8568
ENG-Premier League,1718,2018-04-17 Brighton-Tottenham Hotspur,Brighton & Hove Albion,Mathew Ryan,AUS,26-009,90,6,1,5,83.3,c42bcaf3
ENG-Premier League,1718,2018-04-17 Brighton-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-112,90,4,1,4,100.0,c42bcaf3
ENG-Premier League,1718,2018-04-18 Bournemouth-Manchester Utd,Bournemouth,Asmir Begović,BIH,30-302,90,4,2,2,50.0,533420c5
ENG-Premier League,1718,2018-04-18 Bournemouth-Manchester Utd,Manchester United,David de Gea,ESP,27-162,90,2,0,2,100.0,533420c5
ENG-Premier League,1718,2018-04-19 Burnley-Chelsea,Burnley,Nick Pope,ENG,26-000,90,6,2,4,66.7,082489f8
ENG-Premier League,1718,2018-04-19 Burnley-Chelsea,Chelsea,Thibaut Courtois,BEL,25-343,90,2,1,1,50.0,082489f8
ENG-Premier League,1718,2018-04-19 Leicester City-Southampton,Leicester City,Ben Hamer,ENG,30-150,90,2,0,2,100.0,693cf232
ENG-Premier League,1718,2018-04-19 Leicester City-Southampton,Southampton,Alex McCarthy,ENG,28-137,90,3,0,3,100.0,693cf232
ENG-Premier League,1718,2018-04-21 Watford-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-087,90,4,0,4,100.0,abaea3fc
ENG-Premier League,1718,2018-04-21 Watford-Crystal Palace,Watford,Orestis Karnezis,GRE,32-284,90,1,0,1,100.0,abaea3fc
ENG-Premier League,1718,2018-04-21 West Brom-Liverpool,Liverpool,Loris Karius,GER,24-303,90,6,2,4,66.7,a1c7d96c
ENG-Premier League,1718,2018-04-21 West Brom-Liverpool,West Bromwich Albion,Ben Foster,ENG,35-018,90,3,2,1,33.3,a1c7d96c
ENG-Premier League,1718,2018-04-22 Arsenal-West Ham United,Arsenal,David Ospina,COL,29-234,90,4,1,3,75.0,183dc99a
ENG-Premier League,1718,2018-04-22 Arsenal-West Ham United,West Ham United,Joe Hart,ENG,31-003,90,8,4,4,50.0,183dc99a
ENG-Premier League,1718,2018-04-22 Manchester City-Swansea City,Manchester City,Ederson,BRA,24-248,90,1,0,1,100.0,8beedd1d
ENG-Premier League,1718,2018-04-22 Manchester City-Swansea City,Swansea City,Łukasz Fabiański,POL,33-004,90,10,5,6,50.0,8beedd1d
ENG-Premier League,1718,2018-04-22 Stoke City-Burnley,Burnley,Nick Pope,ENG,26-003,90,3,1,2,66.7,4b1d1fa6
ENG-Premier League,1718,2018-04-22 Stoke City-Burnley,Stoke City,Jack Butland,ENG,25-043,90,7,1,6,85.7,4b1d1fa6
ENG-Premier League,1718,2018-04-23 Everton-Newcastle United,Everton,Jordan Pickford,ENG,24-047,90,2,0,2,100.0,1e1e3394
ENG-Premier League,1718,2018-04-23 Everton-Newcastle United,Newcastle United,Martin Dúbravka,SVK,29-098,90,1,1,0,0.0,1e1e3394
ENG-Premier League,1718,2018-04-28 Burnley-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,26-020,90,4,0,4,100.0,c1a0d4ce
ENG-Premier League,1718,2018-04-28 Burnley-Brighton,Burnley,Nick Pope,ENG,26-009,90,1,0,1,100.0,c1a0d4ce
ENG-Premier League,1718,2018-04-28 Crystal Palace-Leicester City,Crystal Palace,Wayne Hennessey,WAL,31-094,90,0,0,0,,9afd62dd
ENG-Premier League,1718,2018-04-28 Crystal Palace-Leicester City,Leicester City,Ben Hamer,ENG,30-159,90,7,5,3,42.9,9afd62dd
ENG-Premier League,1718,2018-04-28 Huddersfield Town-Everton,Everton,Jordan Pickford,ENG,24-052,90,2,0,2,100.0,611476e6
ENG-Premier League,1718,2018-04-28 Huddersfield Town-Everton,Huddersfield Town,Jonas Lössl,DEN,29-086,90,5,2,3,60.0,611476e6
ENG-Premier League,1718,2018-04-28 Liverpool-Stoke City,Liverpool,Loris Karius,GER,24-310,90,1,0,1,100.0,b6b246c1
ENG-Premier League,1718,2018-04-28 Liverpool-Stoke City,Stoke City,Jack Butland,ENG,25-049,90,2,0,2,100.0,b6b246c1
ENG-Premier League,1718,2018-04-28 Newcastle United-West Brom,Newcastle United,Martin Dúbravka,SVK,29-103,90,2,1,1,50.0,229ca929
ENG-Premier League,1718,2018-04-28 Newcastle United-West Brom,West Bromwich Albion,Ben Foster,ENG,35-025,90,2,0,2,100.0,229ca929
ENG-Premier League,1718,2018-04-28 Southampton-Bournemouth,Bournemouth,Asmir Begović,BIH,30-312,90,6,2,4,66.7,4d38129c
ENG-Premier League,1718,2018-04-28 Southampton-Bournemouth,Southampton,Alex McCarthy,ENG,28-146,90,7,1,6,85.7,4d38129c
ENG-Premier League,1718,2018-04-28 Swansea City-Chelsea,Chelsea,Thibaut Courtois,BEL,25-352,90,3,0,3,100.0,d5f17e08
ENG-Premier League,1718,2018-04-28 Swansea City-Chelsea,Swansea City,Łukasz Fabiański,POL,33-010,90,3,1,2,66.7,d5f17e08
ENG-Premier League,1718,2018-04-29 Manchester Utd-Arsenal,Arsenal,David Ospina,COL,29-241,90,2,2,0,0.0,5b587217
ENG-Premier League,1718,2018-04-29 Manchester Utd-Arsenal,Manchester United,David de Gea,ESP,27-173,90,3,1,2,66.7,5b587217
ENG-Premier League,1718,2018-04-29 West Ham United-Manchester City,Manchester City,Ederson,BRA,24-255,90,1,1,0,0.0,fdabc4e9
ENG-Premier League,1718,2018-04-29 West Ham United-Manchester City,West Ham United,Adrián,ESP,31-116,90,8,4,4,50.0,fdabc4e9
ENG-Premier League,1718,2018-04-30 Tottenham Hotspur-Watford,Tottenham Hotspur,Hugo Lloris,FRA,31-125,90,5,0,5,100.0,5f040190
ENG-Premier League,1718,2018-04-30 Tottenham Hotspur-Watford,Watford,Orestis Karnezis,GRE,32-293,90,3,2,1,33.3,5f040190
ENG-Premier League,1718,2018-05-04 Brighton-Manchester Utd,Brighton & Hove Albion,Mathew Ryan,AUS,26-026,90,3,0,3,100.0,0cbb18e2
ENG-Premier League,1718,2018-05-04 Brighton-Manchester Utd,Manchester United,David de Gea,ESP,27-178,90,4,1,3,75.0,0cbb18e2
ENG-Premier League,1718,2018-05-05 Bournemouth-Swansea City,Bournemouth,Asmir Begović,BIH,30-319,90,3,0,3,100.0,e7933b97
ENG-Premier League,1718,2018-05-05 Bournemouth-Swansea City,Swansea City,Łukasz Fabiański,POL,33-017,90,5,1,4,80.0,e7933b97
ENG-Premier League,1718,2018-05-05 Everton-Southampton,Everton,Jordan Pickford,ENG,24-059,90,5,1,4,80.0,79dc6ab9
ENG-Premier League,1718,2018-05-05 Everton-Southampton,Southampton,Alex McCarthy,ENG,28-153,90,3,1,2,66.7,79dc6ab9
ENG-Premier League,1718,2018-05-05 Leicester City-West Ham United,Leicester City,Ben Hamer,ENG,30-166,90,3,2,1,33.3,0914df36
ENG-Premier League,1718,2018-05-05 Leicester City-West Ham United,West Ham United,Adrián,ESP,31-122,90,2,0,2,100.0,0914df36
ENG-Premier League,1718,2018-05-05 Stoke City-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-101,90,2,1,1,50.0,ab069f6c
ENG-Premier League,1718,2018-05-05 Stoke City-Crystal Palace,Stoke City,Jack Butland,ENG,25-056,90,2,2,0,0.0,ab069f6c
ENG-Premier League,1718,2018-05-05 Watford-Newcastle United,Newcastle United,Martin Dúbravka,SVK,29-110,90,6,2,5,66.7,f337e187
ENG-Premier League,1718,2018-05-05 Watford-Newcastle United,Watford,Orestis Karnezis,GRE,32-298,90,2,1,1,50.0,f337e187
ENG-Premier League,1718,2018-05-05 West Brom-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-130,90,2,1,1,50.0,3a876b14
ENG-Premier League,1718,2018-05-05 West Brom-Tottenham Hotspur,West Bromwich Albion,Ben Foster,ENG,35-032,90,5,0,5,100.0,3a876b14
ENG-Premier League,1718,2018-05-06 Arsenal-Burnley,Arsenal,Petr Čech,CZE,35-351,90,2,0,2,100.0,c8c42b05
ENG-Premier League,1718,2018-05-06 Arsenal-Burnley,Burnley,Nick Pope,ENG,26-017,90,8,5,3,37.5,c8c42b05
ENG-Premier League,1718,2018-05-06 Chelsea-Liverpool,Chelsea,Thibaut Courtois,BEL,25-360,90,5,0,5,100.0,b9a7da48
ENG-Premier League,1718,2018-05-06 Chelsea-Liverpool,Liverpool,Loris Karius,GER,24-318,90,4,1,3,75.0,b9a7da48
ENG-Premier League,1718,2018-05-06 Manchester City-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-094,90,2,0,2,100.0,a71b21ec
ENG-Premier League,1718,2018-05-06 Manchester City-Huddersfield Town,Manchester City,Ederson,BRA,24-262,90,3,0,3,100.0,a71b21ec
ENG-Premier League,1718,2018-05-08 Swansea City-Southampton,Southampton,Alex McCarthy,ENG,28-156,90,3,0,3,100.0,625bb62f
ENG-Premier League,1718,2018-05-08 Swansea City-Southampton,Swansea City,Łukasz Fabiański,POL,33-020,90,8,1,7,87.5,625bb62f
ENG-Premier League,1718,2018-05-09 Chelsea-Huddersfield Town,Chelsea,Willy Caballero,ARG,36-223,90,2,1,1,50.0,f0f325a6
ENG-Premier League,1718,2018-05-09 Chelsea-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-097,90,5,1,4,80.0,f0f325a6
ENG-Premier League,1718,2018-05-09 Leicester City-Arsenal,Arsenal,Petr Čech,CZE,35-354,90,9,3,7,77.8,825733ff
ENG-Premier League,1718,2018-05-09 Leicester City-Arsenal,Leicester City,Eldin Jakupović,SUI,33-219,90,7,1,6,85.7,825733ff
ENG-Premier League,1718,2018-05-09 Manchester City-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,26-031,90,7,3,4,57.1,f2114fff
ENG-Premier League,1718,2018-05-09 Manchester City-Brighton,Manchester City,Claudio Bravo,CHI,35-026,90,3,1,2,66.7,f2114fff
ENG-Premier League,1718,2018-05-09 Tottenham Hotspur-Newcastle United,Newcastle United,Martin Dúbravka,SVK,29-114,90,7,1,6,85.7,90f41993
ENG-Premier League,1718,2018-05-09 Tottenham Hotspur-Newcastle United,Tottenham Hotspur,Hugo Lloris,FRA,31-134,90,3,0,3,100.0,90f41993
ENG-Premier League,1718,2018-05-10 West Ham United-Manchester Utd,Manchester United,David de Gea,ESP,27-184,90,2,0,2,100.0,153401b5
ENG-Premier League,1718,2018-05-10 West Ham United-Manchester Utd,West Ham United,Adrián,ESP,31-127,90,6,0,6,100.0,153401b5
ENG-Premier League,1718,2018-05-13 Burnley-Bournemouth,Bournemouth,Asmir Begović,BIH,30-327,90,4,1,3,75.0,47540632
ENG-Premier League,1718,2018-05-13 Burnley-Bournemouth,Burnley,Nick Pope,ENG,26-024,90,5,2,3,60.0,47540632
ENG-Premier League,1718,2018-05-13 Crystal Palace-West Brom,Crystal Palace,Wayne Hennessey,WAL,31-109,90,1,0,1,100.0,4abed407
ENG-Premier League,1718,2018-05-13 Crystal Palace-West Brom,West Bromwich Albion,Ben Foster,ENG,35-040,90,5,2,3,60.0,4abed407
ENG-Premier League,1718,2018-05-13 Huddersfield Town-Arsenal,Arsenal,David Ospina,COL,29-255,90,3,0,3,100.0,7c431214
ENG-Premier League,1718,2018-05-13 Huddersfield Town-Arsenal,Huddersfield Town,Jonas Lössl,DEN,29-101,90,4,1,3,75.0,7c431214
ENG-Premier League,1718,2018-05-13 Liverpool-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,26-035,90,10,4,6,60.0,0c92e854
ENG-Premier League,1718,2018-05-13 Liverpool-Brighton,Liverpool,Loris Karius,GER,24-325,90,1,0,1,100.0,0c92e854
ENG-Premier League,1718,2018-05-13 Manchester Utd-Watford,Manchester United,Sergio Romero,ARG,31-080,90,3,0,3,100.0,c137bab4
ENG-Premier League,1718,2018-05-13 Manchester Utd-Watford,Watford,Heurelho Gomes,BRA,37-087,90,1,1,0,0.0,c137bab4
ENG-Premier League,1718,2018-05-13 Newcastle United-Chelsea,Chelsea,Thibaut Courtois,BEL,26-002,90,7,3,4,57.1,8bb22e44
ENG-Premier League,1718,2018-05-13 Newcastle United-Chelsea,Newcastle United,Martin Dúbravka,SVK,29-118,90,2,0,2,100.0,8bb22e44
ENG-Premier League,1718,2018-05-13 Southampton-Manchester City,Manchester City,Claudio Bravo,CHI,35-030,90,2,0,2,100.0,db4a1124
ENG-Premier League,1718,2018-05-13 Southampton-Manchester City,Southampton,Alex McCarthy,ENG,28-161,90,2,1,1,50.0,db4a1124
ENG-Premier League,1718,2018-05-13 Swansea City-Stoke City,Stoke City,Jack Butland,ENG,25-064,90,10,1,9,90.0,03a63fbc
ENG-Premier League,1718,2018-05-13 Swansea City-Stoke City,Swansea City,Łukasz Fabiański,POL,33-025,90,3,2,2,33.3,03a63fbc
ENG-Premier League,1718,2018-05-13 Tottenham Hotspur-Leicester City,Leicester City,Eldin Jakupović,SUI,33-223,90,7,5,2,28.6,f8c06939
