league,season,game,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id,home_goals,away_goals,total_goals,btts,result_1x2,home_elo,away_elo,home_match_fouls,home_rest,h_missing_key_player,h_l5_pts,h_l5_sh,h_l5_sot,h_l5_sot_c,h_l5_gf,h_l5_ga,h_l5_fls,h_l5_conv,away_match_fouls,away_rest,a_missing_key_player,a_l5_pts,a_l5_sh,a_l5_sot,a_l5_sot_c,a_l5_gf,a_l5_ga,a_l5_fls,a_l5_conv,total_cards,referee_avg_cards_history
ENG-Premier League,2021,2020-10-24 West Ham United-Manchester City,6,Sat,2020-10-24,12:30 (08:30),West Ham United,1–1,Manchester City,0.0,London Stadium,Anthony Taylor,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.0,2b0c0eca,1.0,1.0,2.0,1,1.0,1500.7053882656826,1708.8989441421143,28.0,6.0,0.0,1.738736081049242,28.341754318368984,9.93465881335994,7.612383801599693,3.0854648812693175,1.7259048771929653,21.069707633430763,0.10924258928174874,12.0,7.0,0.0,2.279224440722769,32.89428719771218,9.618081645197956,8.552839510332845,1.3705983063257152,0.8239828042610354,26.549791686691606,0.045610487084311736,4.0,4.307086614173229
ENG-Premier League,2021,2020-10-24 West Ham United-Manchester City,6,Sat,2020-10-24,12:30 (08:30),West Ham United,1–1,Manchester City,0.0,London Stadium,Anthony Taylor,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.0,2b0c0eca,1.0,1.0,2.0,1,1.0,1500.7053882656826,1708.8989441421143,28.0,6.0,0.0,1.738736081049242,28.341754318368984,9.93465881335994,7.612383801599693,3.0854648812693175,1.7259048771929653,21.069707633430763,0.10924258928174874,12.0,0.0,0.0,1.8529730467631087,31.267247214350146,11.08091563806965,6.979142582540286,1.2472222904984063,0.8824985235725723,21.69986112446107,0.04231175329430306,4.0,4.3046875
ENG-Premier League,2021,2020-10-24 West Ham United-Manchester City,6,Sat,2020-10-24,12:30 (08:30),West Ham United,1–1,Manchester City,0.0,London Stadium,Anthony Taylor,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.0,2b0c0eca,1.0,1.0,2.0,1,1.0,1500.7053882656826,1708.8989441421143,28.0,0.0,0.0,1.5389127082866312,23.45156672995829,8.142127159255173,9.299151655817075,2.436731908433348,1.4431893061926768,23.379805088953844,0.10060617063227693,12.0,7.0,0.0,2.279224440722769,32.89428719771218,9.618081645197956,8.552839510332845,1.3705983063257152,0.8239828042610354,26.549791686691606,0.045610487084311736,4.0,4.3023255813953485
ENG-Premier League,2021,2020-10-24 West Ham United-Manchester City,6,Sat,2020-10-24,12:30 (08:30),West Ham United,1–1,Manchester City,0.0,London Stadium,Anthony Taylor,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.0,2b0c0eca,1.0,1.0,2.0,1,1.0,1500.7053882656826,1708.8989441421143,28.0,0.0,0.0,1.5389127082866312,23.45156672995829,8.142127159255173,9.299151655817075,2.436731908433348,1.4431893061926768,23.379805088953844,0.10060617063227693,12.0,0.0,0.0,1.8529730467631087,31.267247214350146,11.08091563806965,6.979142582540286,1.2472222904984063,0.8824985235725723,21.69986112446107,0.04231175329430306,4.0,4.3
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1351.3841479875778,1484.3583017878975,22.0,6.0,0.0,0.5536092401863291,26.482986087511136,8.845249281887575,12.032453003243464,0.6919427216564631,1.4381987758681694,20.261637177969885,0.024514463725765323,22.0,6.0,0.0,0.7645906526440575,6.913111449814214,2.0073385181554007,10.555941718823178,0.8365263210187126,1.7936321389561058,26.12034218610509,0.2923936414893829,4.0,3.5625
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1351.3841479875778,1484.3583017878975,22.0,6.0,0.0,0.5536092401863291,26.482986087511136,8.845249281887575,12.032453003243464,0.6919427216564631,1.4381987758681694,20.261637177969885,0.024514463725765323,22.0,0.0,0.0,1.4064170423963465,12.977847079123464,7.3161586163278765,8.38269883172123,1.155477507768236,1.5674923223437371,24.74689479073673,0.21873861813577908,4.0,3.5692307692307694
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1351.3841479875778,1484.3583017878975,22.0,0.0,0.0,0.36907282635676547,28.2559110052672,7.884442904098113,15.27150420790407,0.7925634899687991,1.6296215783970194,20.841091453343086,0.026759642489125317,22.0,6.0,0.0,0.7645906526440575,6.913111449814214,2.0073385181554007,10.555941718823178,0.8365263210187126,1.7936321389561058,26.12034218610509,0.2923936414893829,4.0,3.5757575757575757
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1351.3841479875778,1484.3583017878975,22.0,0.0,0.0,0.36907282635676547,28.2559110052672,7.884442904098113,15.27150420790407,0.7925634899687991,1.6296215783970194,20.841091453343086,0.026759642489125317,22.0,0.0,0.0,1.4064170423963465,12.977847079123464,7.3161586163278765,8.38269883172123,1.155477507768236,1.5674923223437371,24.74689479073673,0.21873861813577908,4.0,3.582089552238806
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1345.0349109504623,1490.707538825013,22.0,6.0,0.0,0.5536092401863291,26.482986087511136,8.845249281887575,12.032453003243464,0.6919427216564631,1.4381987758681694,20.261637177969885,0.024514463725765323,22.0,6.0,0.0,0.7645906526440575,6.913111449814214,2.0073385181554007,10.555941718823178,0.8365263210187126,1.7936321389561058,26.12034218610509,0.2923936414893829,4.0,3.588235294117647
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1345.0349109504623,1490.707538825013,22.0,6.0,0.0,0.5536092401863291,26.482986087511136,8.845249281887575,12.032453003243464,0.6919427216564631,1.4381987758681694,20.261637177969885,0.024514463725765323,22.0,0.0,0.0,1.4064170423963465,12.977847079123464,7.3161586163278765,8.38269883172123,1.155477507768236,1.5674923223437371,24.74689479073673,0.21873861813577908,4.0,3.5942028985507246
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1345.0349109504623,1490.707538825013,22.0,0.0,0.0,0.36907282635676547,28.2559110052672,7.884442904098113,15.27150420790407,0.7925634899687991,1.6296215783970194,20.841091453343086,0.026759642489125317,22.0,6.0,0.0,0.7645906526440575,6.913111449814214,2.0073385181554007,10.555941718823178,0.8365263210187126,1.7936321389561058,26.12034218610509,0.2923936414893829,4.0,3.6
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,6,Sat,2020-10-24,15:00 (11:00),Fulham,1–2,Crystal Palace,0.0,Craven Cottage,Graham Scott,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,8d896969,1.0,2.0,3.0,1,0.0,1345.0349109504623,1490.707538825013,22.0,0.0,0.0,0.36907282635676547,28.2559110052672,7.884442904098113,15.27150420790407,0.7925634899687991,1.6296215783970194,20.841091453343086,0.026759642489125317,22.0,0.0,0.0,1.4064170423963465,12.977847079123464,7.3161586163278765,8.38269883172123,1.155477507768236,1.5674923223437371,24.74689479073673,0.21873861813577908,4.0,3.6056338028169015
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.7792333136026,1599.1847973308911,0.0,7.0,0.0,2.0716758120531265,0.0,0.0,9.944004844124217,2.9204443832326175,2.3619549969903963,0.0,0.0,12.0,7.0,0.0,1.4979236631889619,26.654344722596672,11.453797372414925,8.289715852875972,3.071822032612408,2.137649201359927,26.19986518489465,0.11808595211925611,8.0,3.520661157024793
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.7792333136026,1599.1847973308911,0.0,7.0,0.0,2.0716758120531265,0.0,0.0,9.944004844124217,2.9204443832326175,2.3619549969903963,0.0,0.0,12.0,0.0,0.0,1.3547889384178864,22.75598742981788,8.34821124086044,8.289715852875972,2.0478813550749386,1.4250994675732847,21.466576789929764,0.07872396807950408,8.0,3.557377049180328
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.7792333136026,1599.1847973308911,0.0,0.0,0.0,1.736514596885175,0.0,0.0,7.0398037860100855,1.9469629221550784,1.5746366646602643,0.0,0.0,12.0,7.0,0.0,1.4979236631889619,26.654344722596672,11.453797372414925,8.289715852875972,3.071822032612408,2.137649201359927,26.19986518489465,0.11808595211925611,8.0,3.5934959349593494
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.7792333136026,1599.1847973308911,0.0,0.0,0.0,1.736514596885175,0.0,0.0,7.0398037860100855,1.9469629221550784,1.5746366646602643,0.0,0.0,12.0,0.0,0.0,1.3547889384178864,22.75598742981788,8.34821124086044,8.289715852875972,2.0478813550749386,1.4250994675732847,21.466576789929764,0.07872396807950408,8.0,3.629032258064516
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.6757808205853,1599.2882498239085,0.0,7.0,0.0,2.0716758120531265,0.0,0.0,9.944004844124217,2.9204443832326175,2.3619549969903963,0.0,0.0,12.0,7.0,0.0,1.4979236631889619,26.654344722596672,11.453797372414925,8.289715852875972,3.071822032612408,2.137649201359927,26.19986518489465,0.11808595211925611,8.0,3.664
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.6757808205853,1599.2882498239085,0.0,7.0,0.0,2.0716758120531265,0.0,0.0,9.944004844124217,2.9204443832326175,2.3619549969903963,0.0,0.0,12.0,0.0,0.0,1.3547889384178864,22.75598742981788,8.34821124086044,8.289715852875972,2.0478813550749386,1.4250994675732847,21.466576789929764,0.07872396807950408,8.0,3.6984126984126986
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.6757808205853,1599.2882498239085,0.0,0.0,0.0,1.736514596885175,0.0,0.0,7.0398037860100855,1.9469629221550784,1.5746366646602643,0.0,0.0,12.0,7.0,0.0,1.4979236631889619,26.654344722596672,11.453797372414925,8.289715852875972,3.071822032612408,2.137649201359927,26.19986518489465,0.11808595211925611,8.0,3.732283464566929
ENG-Premier League,2021,2020-10-24 Manchester Utd-Chelsea,6,Sat,2020-10-24,17:30 (13:30),Manchester Utd,0–0,Chelsea,0.0,Old Trafford,Martin Atkinson,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.0,3aaf7c62,0.0,0.0,0.0,0,1.0,1602.6757808205853,1599.2882498239085,0.0,0.0,0.0,1.736514596885175,0.0,0.0,7.0398037860100855,1.9469629221550784,1.5746366646602643,0.0,0.0,12.0,0.0,0.0,1.3547889384178864,22.75598742981788,8.34821124086044,8.289715852875972,2.0478813550749386,1.4250994675732847,21.466576789929764,0.07872396807950408,8.0,3.765625
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1761.81740075043,1447.8889171198155,14.0,7.0,0.0,1.196689944982521,40.72636713782133,17.37893281268394,11.781185975242902,2.256249450370166,2.977937591852973,18.6095480371896,0.05930143464207712,30.0,6.0,0.0,0.5109809917201145,17.630954739802934,8.358484405996752,12.269508047173174,0.775090347533278,1.3154453052957757,16.385200809194952,0.04762439654359035,6.0,4.561904761904762
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1761.81740075043,1447.8889171198155,14.0,7.0,0.0,1.196689944982521,40.72636713782133,17.37893281268394,11.781185975242902,2.256249450370166,2.977937591852973,18.6095480371896,0.05930143464207712,30.0,0.0,0.0,0.3406539940793833,21.933359263214705,7.138382846239049,10.99796179058023,0.9082418766132968,1.4445592480364118,20.92346721680621,0.044570110509054545,6.0,4.5754716981132075
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1761.81740075043,1447.8889171198155,14.0,0.0,0.0,1.7630525747348909,38.09051657678616,14.803486135388882,9.23346358547392,2.147672485633362,2.3306220872189214,17.07303202479307,0.05914213289863965,30.0,6.0,0.0,0.5109809917201145,17.630954739802934,8.358484405996752,12.269508047173174,0.775090347533278,1.3154453052957757,16.385200809194952,0.04762439654359035,6.0,4.588785046728972
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1761.81740075043,1447.8889171198155,14.0,0.0,0.0,1.7630525747348909,38.09051657678616,14.803486135388882,9.23346358547392,2.147672485633362,2.3306220872189214,17.07303202479307,0.05914213289863965,30.0,0.0,0.0,0.3406539940793833,21.933359263214705,7.138382846239049,10.99796179058023,0.9082418766132968,1.4445592480364118,20.92346721680621,0.044570110509054545,6.0,4.601851851851852
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1764.6371377263595,1445.069180143886,14.0,7.0,0.0,1.196689944982521,40.72636713782133,17.37893281268394,11.781185975242902,2.256249450370166,2.977937591852973,18.6095480371896,0.05930143464207712,30.0,6.0,0.0,0.5109809917201145,17.630954739802934,8.358484405996752,12.269508047173174,0.775090347533278,1.3154453052957757,16.385200809194952,0.04762439654359035,6.0,4.614678899082569
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1764.6371377263595,1445.069180143886,14.0,7.0,0.0,1.196689944982521,40.72636713782133,17.37893281268394,11.781185975242902,2.256249450370166,2.977937591852973,18.6095480371896,0.05930143464207712,30.0,0.0,0.0,0.3406539940793833,21.933359263214705,7.138382846239049,10.99796179058023,0.9082418766132968,1.4445592480364118,20.92346721680621,0.044570110509054545,6.0,4.627272727272727
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1764.6371377263595,1445.069180143886,14.0,0.0,0.0,1.7630525747348909,38.09051657678616,14.803486135388882,9.23346358547392,2.147672485633362,2.3306220872189214,17.07303202479307,0.05914213289863965,30.0,6.0,0.0,0.5109809917201145,17.630954739802934,8.358484405996752,12.269508047173174,0.775090347533278,1.3154453052957757,16.385200809194952,0.04762439654359035,6.0,4.63963963963964
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,6,Sat,2020-10-24,20:00 (16:00),Liverpool,2–1,Sheffield United,0.0,Anfield,Mike Dean,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0bc8d984,2.0,1.0,3.0,1,2.0,1764.6371377263595,1445.069180143886,14.0,0.0,0.0,1.7630525747348909,38.09051657678616,14.803486135388882,9.23346358547392,2.147672485633362,2.3306220872189214,17.07303202479307,0.05914213289863965,30.0,0.0,0.0,0.3406539940793833,21.933359263214705,7.138382846239049,10.99796179058023,0.9082418766132968,1.4445592480364118,20.92346721680621,0.044570110509054545,6.0,4.651785714285714
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1514.1713411250123,1591.7085309427027,22.0,8.0,0.0,1.6561051994007012,24.60956063148677,11.60257426205404,8.50965672600527,2.4913037863461063,1.8295855575855648,23.788262323933953,0.10023153584561097,22.0,8.0,0.0,1.92808867218905,24.278583112110088,11.399857242583016,12.75725195623971,2.753383756457158,1.6951863535292109,28.292522001438396,0.1160823395278698,8.0,3.9101123595505616
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1514.1713411250123,1591.7085309427027,22.0,8.0,0.0,1.6561051994007012,24.60956063148677,11.60257426205404,8.50965672600527,2.4913037863461063,1.8295855575855648,23.788262323933953,0.10023153584561097,22.0,0.0,0.0,1.2853924481260333,20.256033313536335,8.95667524132077,12.35619178521934,1.8355891709714387,1.7852747905747357,26.1950146676256,0.0773882263519132,8.0,3.9555555555555557
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1514.1713411250123,1591.7085309427027,22.0,0.0,0.0,2.1652091535622695,24.895485919352257,11.9796055905499,6.611772608647392,2.3682952046497165,1.2197237050570433,23.192174882622634,0.09459880167485175,22.0,8.0,0.0,1.92808867218905,24.278583112110088,11.399857242583016,12.75725195623971,2.753383756457158,1.6951863535292109,28.292522001438396,0.1160823395278698,8.0,4.0
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1514.1713411250123,1591.7085309427027,22.0,0.0,0.0,2.1652091535622695,24.895485919352257,11.9796055905499,6.611772608647392,2.3682952046497165,1.2197237050570433,23.192174882622634,0.09459880167485175,22.0,0.0,0.0,1.2853924481260333,20.256033313536335,8.95667524132077,12.35619178521934,1.8355891709714387,1.7852747905747357,26.1950146676256,0.0773882263519132,8.0,4.043478260869565
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1526.3667145486043,1579.5131575191108,22.0,8.0,0.0,1.6561051994007012,24.60956063148677,11.60257426205404,8.50965672600527,2.4913037863461063,1.8295855575855648,23.788262323933953,0.10023153584561097,22.0,8.0,0.0,1.92808867218905,24.278583112110088,11.399857242583016,12.75725195623971,2.753383756457158,1.6951863535292109,28.292522001438396,0.1160823395278698,8.0,4.086021505376344
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1526.3667145486043,1579.5131575191108,22.0,8.0,0.0,1.6561051994007012,24.60956063148677,11.60257426205404,8.50965672600527,2.4913037863461063,1.8295855575855648,23.788262323933953,0.10023153584561097,22.0,0.0,0.0,1.2853924481260333,20.256033313536335,8.95667524132077,12.35619178521934,1.8355891709714387,1.7852747905747357,26.1950146676256,0.0773882263519132,8.0,4.127659574468085
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1526.3667145486043,1579.5131575191108,22.0,0.0,0.0,2.1652091535622695,24.895485919352257,11.9796055905499,6.611772608647392,2.3682952046497165,1.2197237050570433,23.192174882622634,0.09459880167485175,22.0,8.0,0.0,1.92808867218905,24.278583112110088,11.399857242583016,12.75725195623971,2.753383756457158,1.6951863535292109,28.292522001438396,0.1160823395278698,8.0,4.168421052631579
ENG-Premier League,2021,2020-10-25 Southampton-Everton,6,Sun,2020-10-25,14:00 (11:00),Southampton,2–0,Everton,0.0,St. Mary's Stadium,Kevin Friend,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,6439c025,2.0,0.0,2.0,0,2.0,1526.3667145486043,1579.5131575191108,22.0,0.0,0.0,2.1652091535622695,24.895485919352257,11.9796055905499,6.611772608647392,2.3682952046497165,1.2197237050570433,23.192174882622634,0.09459880167485175,22.0,0.0,0.0,1.2853924481260333,20.256033313536335,8.95667524132077,12.35619178521934,1.8355891709714387,1.7852747905747357,26.1950146676256,0.0773882263519132,8.0,4.208333333333333
ENG-Premier League,2021,2020-10-25 Wolves-Newcastle United,6,Sun,2020-10-25,16:30 (13:30),Wolves,1–1,Newcastle United,0.0,Molineux Stadium,Lee Mason,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League,0.0,76661e3c,1.0,1.0,2.0,1,1.0,1573.448760118667,1482.8916596870104,0.0,6.0,0.0,2.458322416578605,0.0,0.0,5.845401432559026,0.9072794328048044,0.5997326803225523,0.0,0.0,20.0,8.0,0.0,0.9153669915370813,15.917591334082788,7.559602916691868,11.2945688031801,1.492373589588284,2.632749763943588,20.442618704707325,0.08988760154342378,2.0,3.4057971014492754
ENG-Premier League,2021,2020-10-25 Wolves-Newcastle United,6,Sun,2020-10-25,16:30 (13:30),Wolves,1–1,Newcastle United,0.0,Molineux Stadium,Lee Mason,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League,0.0,76661e3c,1.0,1.0,2.0,1,1.0,1573.448760118667,1482.8916596870104,0.0,6.0,0.0,2.458322416578605,0.0,0.0,5.845401432559026,0.9072794328048044,0.5997326803225523,0.0,0.0,20.0,0.0,0.0,0.9593335009241418,14.102615955049401,6.436090637392263,11.2945688031801,1.3440045662916102,2.0734554329494412,20.29507913647155,0.09325840102894918,2.0,3.3857142857142857
ENG-Premier League,2021,2020-10-25 Wolves-Newcastle United,6,Sun,2020-10-25,16:30 (13:30),Wolves,1–1,Newcastle United,0.0,Molineux Stadium,Lee Mason,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League,0.0,76661e3c,1.0,1.0,2.0,1,1.0,1573.448760118667,1482.8916596870104,0.0,0.0,0.0,1.96841309098285,0.0,0.0,5.24557817019846,0.9343844351336497,0.7370008361627082,0.0,0.0,20.0,8.0,0.0,0.9153669915370813,15.917591334082788,7.559602916691868,11.2945688031801,1.492373589588284,2.632749763943588,20.442618704707325,0.08988760154342378,2.0,3.3661971830985915
ENG-Premier League,2021,2020-10-25 Wolves-Newcastle United,6,Sun,2020-10-25,16:30 (13:30),Wolves,1–1,Newcastle United,0.0,Molineux Stadium,Lee Mason,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League,0.0,76661e3c,1.0,1.0,2.0,1,1.0,1573.448760118667,1482.8916596870104,0.0,0.0,0.0,1.96841309098285,0.0,0.0,5.24557817019846,0.9343844351336497,0.7370008361627082,0.0,0.0,20.0,0.0,0.0,0.9593335009241418,14.102615955049401,6.436090637392263,11.2945688031801,1.3440045662916102,2.0734554329494412,20.29507913647155,0.09325840102894918,2.0,3.3472222222222223
